Policy_ID,Customer_ID,Policy_Type,Premium,Coverage,Start_Date,End_Date,Policy_Status
P001530,C09943,Life,28925.28,2101048,2023-10-06,2024-10-06,Expired
P001531,C02192,Life,211217.43,7554564,2026-02-17,2027-02-17,Active
P001532,C01298,Health,9697.0,729354,2025-12-27,2026-12-27,Active
P001533,C05045,Life,96935.31,3524938,2024-03-19,2025-03-19,Active
P001534,C01163,Health,20435.47,1114820,2021-10-18,2022-10-18,Active
P001535,C04255,Health,25296.86,1493850,2025-10-13,2026-10-13,Active
P001536,C06373,Life,81182.92,5890840,2024-12-05,2025-12-05,Active
P001537,C01528,Vehicle,19341.78,844861,2024-12-27,2025-12-27,Active
P001538,C04343,Health,47737.76,1854867,2023-08-24,2024-08-24,Active
P001539,C02031,Life,265555.86,9894713,2022-07-25,2023-07-25,Active
P001540,C03061,Health,21721.69,776728,2020-01-25,2021-01-25,Active
P001541,C00059,Life,94581.22,4804769,2026-03-20,2027-03-20,Expired
P001542,C02406,Health,7770.14,599235,2022-08-07,2023-08-07,Active
P001543,C05007,Health,51193.57,1797361,2025-09-17,2026-09-17,Active
P001544,C06158,Vehicle,12961.44,483877,2022-11-15,2023-11-15,Active
P001545,C07376,Life,47280.33,3575047,2020-10-02,2021-10-02,Active
P001546,C04507,Vehicle,11307.01,902433,2025-06-05,2026-06-05,Active
P001547,C05215,Health,40550.57,1679621,2024-08-24,2025-08-24,Active
P001548,C06030,Vehicle,7945.8,455130,2025-02-11,2026-02-11,Active
P001549,C01781,Life,75316.3,6059333,2021-04-19,2022-04-19,Active
P001550,C05448,Health,23306.28,804892,2022-07-24,2023-07-24,Expired
P001551,C04607,Life,158157.96,9512910,2025-05-08,2026-05-08,Active
P001552,C06915,Life,172311.05,5862493,2023-07-22,2024-07-22,Active
P001553,C00677,Vehicle,12932.38,999282,2026-07-27,2027-07-27,Active
P001554,C03583,Vehicle,12808.07,763581,2025-12-11,2026-12-11,Active
P001555,C03654,Vehicle,4374.0,342027,2026-04-15,2027-04-15,Active
P001556,C07921,Life,172952.87,7738231,2026-01-30,2027-01-30,Active
P001557,C09500,Vehicle,7129.07,642220,2025-12-25,2026-12-25,Active
P001558,C02733,Vehicle,13656.79,532934,2024-08-25,2025-08-25,Active
P001559,C04788,Life,49893.61,2402399,2026-04-26,2027-04-26,Active
P001560,C02755,Health,20167.11,683242,2025-10-10,2026-10-10,Active
P001561,C02338,Health,39007.99,1764943,2025-02-04,2026-02-04,Expired
P001562,C03644,Health,22568.32,1257207,2023-04-10,2024-04-10,Active
P001563,C07738,Life,130538.78,7477894,2021-08-25,2022-08-25,Active
P001564,C05517,Health,39427.07,1434440,2022-02-27,2023-02-27,Active
P001565,C05247,Health,35547.35,1431597,2025-04-19,2026-04-19,Active
P001566,C00867,Health,22026.52,843493,2024-06-02,2025-06-02,Expired
P001567,C04448,Life,101678.7,7949018,2023-02-04,2024-02-04,Active
P001568,C05072,Vehicle,8319.5,517877,2024-04-26,2025-04-26,Expired
P001569,C04882,Life,75037.05,6627359,2025-05-15,2026-05-15,Expired
P001570,C09511,Vehicle,3979.43,392744,2024-05-20,2025-05-20,Active
P001571,C03003,Health,18303.1,866777,2023-07-30,2024-07-30,Active
P001572,C02226,Health,11008.5,787156,2024-11-01,2025-11-01,Expired
P001573,C09057,Vehicle,8832.06,814416,2025-12-25,2026-12-25,Expired
P001574,C04827,Health,22612.88,1137354,2022-11-30,2023-11-30,Active
P001575,C07622,Health,6607.36,505131,2023-12-13,2024-12-13,Active
P001576,C09690,Life,111452.1,8927925,2021-03-09,2022-03-09,Active
P001577,C05501,Vehicle,9682.5,488085,2026-07-27,2027-07-27,Active
P001578,C09701,Life,75944.77,3002438,2026-07-26,2027-07-26,Active
P001579,C08479,Vehicle,23117.27,927983,2026-05-23,2027-05-23,Active
P001580,C05503,Life,120177.53,5327037,2023-01-07,2024-01-07,Active
P001581,C01211,Life,52501.82,3006281,2026-02-14,2027-02-14,Active
P001582,C09084,Health,13844.07,1044288,2025-06-30,2026-06-30,Active
P001583,C02289,Health,24834.21,1953919,2024-03-29,2025-03-29,Active
P001584,C02184,Vehicle,16814.0,739892,2026-05-20,2027-05-20,Expired
P001585,C02863,Life,121356.51,5893311,2026-04-22,2027-04-22,Expired
P001586,C06862,Health,24830.23,1817074,2026-01-23,2027-01-23,Active
P001587,C02363,Health,26985.57,1640247,2025-02-26,2026-02-26,Active
P001588,C08464,Health,17456.48,1131394,2024-06-15,2025-06-15,Active
P001589,C06333,Life,215276.73,9966085,2026-01-11,2027-01-11,Expired
P001590,C04065,Health,24797.23,1586682,2025-10-14,2026-10-14,Active
P001591,C09547,Health,10143.46,841896,2022-05-14,2023-05-14,Active
P001592,C00618,Health,23185.99,895138,2026-07-04,2027-07-04,Active
P001593,C03282,Health,43138.12,1602373,2025-08-05,2026-08-05,Active
P001594,C05227,Vehicle,7696.57,419502,2023-05-08,2024-05-08,Expired
P001595,C03398,Vehicle,12457.85,437606,2024-03-01,2025-03-01,Active
P001596,C03066,Vehicle,8692.89,680180,2023-11-03,2024-11-03,Active
P001597,C00767,Health,40360.67,1597064,2023-02-18,2024-02-18,Active
P001598,C07079,Vehicle,8217.32,330156,2025-11-08,2026-11-08,Active
P001599,C05280,Life,80511.41,3388393,2025-08-29,2026-08-29,Active
P001600,C04150,Health,12297.06,664846,2024-11-11,2025-11-11,Active
P001601,C01145,Vehicle,8150.87,319719,2022-06-22,2023-06-22,Active
P001602,C04249,Health,7737.31,726109,2023-06-16,2024-06-16,Active
P001603,C04111,Life,109795.5,8869895,2025-10-16,2026-10-16,Active
P001604,C00463,Life,29415.24,1172342,2025-03-29,2026-03-29,Active
P001605,C02933,Vehicle,11210.53,515378,2025-08-07,2026-08-07,Active
P001606,C04624,Life,17615.69,1490886,2025-11-29,2026-11-29,Expired
P001607,C03814,Vehicle,15395.24,907913,2025-07-21,2026-07-21,Active
P001608,C06309,Life,101638.69,5057108,2026-01-23,2027-01-23,Active
P001609,C04342,Health,10891.84,529327,2026-04-04,2027-04-04,Active
P001610,C05301,Vehicle,13459.22,480117,2025-05-20,2026-05-20,Active
P001611,C06805,Health,20137.45,706958,2025-08-26,2026-08-26,Expired
P001612,C03283,Health,25916.78,1495550,2026-01-22,2027-01-22,Active
P001613,C02575,Life,38135.77,2800606,2024-12-03,2025-12-03,Active
P001614,C07962,Life,93208.06,4594921,2022-11-29,2023-11-29,Active
P001615,C07880,Life,78235.65,6272748,2025-11-19,2026-11-19,Active
P001616,C00829,Vehicle,16355.38,678798,2026-05-01,2027-05-01,Active
P001617,C06487,Life,129279.31,6504863,2025-09-18,2026-09-18,Active
P001618,C07600,Life,148015.38,6234607,2026-07-26,2027-07-26,Expired
P001619,C02541,Health,21411.25,1354132,2023-08-04,2024-08-04,Expired
P001620,C05747,Life,60472.29,2167847,2025-03-31,2026-03-31,Expired
P001621,C08527,Vehicle,9310.31,685290,2022-07-05,2023-07-05,Expired
P001622,C09567,Life,49560.12,2764491,2025-06-07,2026-06-07,Active
P001623,C03743,Vehicle,5468.73,425008,2022-01-28,2023-01-28,Active
P001624,C07499,Life,67201.55,2706614,2024-08-23,2025-08-23,Expired
P001625,C03525,Health,37256.51,1262755,2020-09-21,2021-09-21,Active
P001626,C00021,Life,96937.22,7782844,2024-08-28,2025-08-28,Expired
P001627,C01916,Health,27423.64,1084095,2024-12-21,2025-12-21,Active
P001628,C06572,Health,53405.42,1850211,2025-12-19,2026-12-19,Active
P001629,C09019,Life,231620.36,7785437,2026-05-18,2027-05-18,Active
P001630,C02013,Life,104916.79,8627505,2026-07-25,2027-07-25,Active
P001631,C05406,Life,34520.52,3258353,2023-10-04,2024-10-04,Active
P001632,C01296,Health,36395.6,1544664,2021-05-02,2022-05-02,Expired
P001633,C03746,Health,31827.78,1924394,2022-11-27,2023-11-27,Active
P001634,C00592,Health,15337.13,660468,2024-10-03,2025-10-03,Active
P001635,C01407,Vehicle,11071.7,788659,2025-09-05,2026-09-05,Active
P001636,C00222,Life,112375.12,5390014,2026-05-24,2027-05-24,Expired
P001637,C05618,Health,15602.37,537057,2025-07-26,2026-07-26,Active
P001638,C06249,Life,52995.49,2998738,2024-01-06,2025-01-06,Active
P001639,C04419,Life,93386.69,8711752,2024-04-01,2025-04-01,Active
P001640,C00859,Life,168497.08,6084244,2023-09-02,2024-09-02,Active
P001641,C01784,Life,151775.82,6242203,2022-04-19,2023-04-19,Active
P001642,C07260,Health,37950.67,1915629,2026-01-22,2027-01-22,Active
P001643,C06857,Life,173365.6,8882244,2025-03-11,2026-03-11,Expired
P001644,C01955,Health,20165.63,1320793,2023-07-27,2024-07-27,Active
P001645,C01747,Life,175238.85,6918393,2024-03-09,2025-03-09,Active
P001646,C03133,Life,22074.4,1756962,2020-04-28,2021-04-28,Active
P001647,C08037,Health,18174.54,1724667,2025-08-25,2026-08-25,Expired
P001648,C08851,Life,48881.15,2633262,2026-07-14,2027-07-14,Expired
P001649,C00995,Life,45220.1,1947061,2026-01-07,2027-01-07,Active
P001650,C06109,Life,68406.27,2425085,2026-06-01,2027-06-01,Active
P001651,C00731,Life,89266.72,6663891,2023-10-06,2024-10-06,Active
P001652,C06975,Health,51247.36,1879439,2024-11-05,2025-11-05,Active
P001653,C06274,Health,11023.58,1059140,2024-06-11,2025-06-11,Active
P001654,C06752,Life,110774.5,6310229,2023-02-28,2024-02-28,Active
P001655,C03510,Life,110330.0,9193298,2024-01-18,2025-01-18,Active
P001656,C03534,Life,247473.44,9435056,2023-11-03,2024-11-03,Active
P001657,C02514,Health,19479.24,1128140,2026-07-06,2027-07-06,Active
P001658,C05437,Life,60683.82,2263679,2024-09-28,2025-09-28,Active
P001659,C03626,Life,28662.75,1797443,2020-07-28,2021-07-28,Active
P001660,C00466,Health,44988.15,1809823,2025-02-27,2026-02-27,Active
P001661,C06756,Health,15257.06,698670,2023-09-11,2024-09-11,Active
P001662,C06760,Life,193293.68,9909769,2020-10-23,2021-10-23,Active
P001663,C07992,Life,121845.74,6064152,2026-05-22,2027-05-22,Active
P001664,C00158,Health,16201.85,1157148,2024-12-07,2025-12-07,Active
P001665,C03961,Health,33986.71,1450489,2026-06-16,2027-06-16,Active
P001666,C08833,Vehicle,23064.07,958342,2021-03-16,2022-03-16,Expired
P001667,C05471,Health,21976.24,946594,2025-12-29,2026-12-29,Expired
P001668,C00186,Health,30522.52,1061902,2026-05-11,2027-05-11,Active
P001669,C01003,Vehicle,21657.06,754793,2025-06-26,2026-06-26,Active
P001670,C09509,Health,15916.29,920789,2021-01-20,2022-01-20,Active
P001671,C05624,Health,49031.5,1937192,2026-05-13,2027-05-13,Expired
P001672,C00401,Life,47192.11,2080914,2025-10-25,2026-10-25,Expired
P001673,C06241,Health,25258.23,1101976,2021-10-19,2022-10-19,Active
P001674,C08941,Life,115340.77,7809300,2022-03-18,2023-03-18,Active
P001675,C09933,Life,119748.75,6210006,2024-01-03,2025-01-03,Active
P001676,C07343,Health,52197.42,1856693,2026-03-22,2027-03-22,Active
P001677,C09833,Life,22583.83,1488919,2024-10-30,2025-10-30,Expired
P001678,C08467,Life,90457.39,3952542,2024-07-01,2025-07-01,Active
P001679,C08757,Vehicle,3563.81,320875,2025-08-30,2026-08-30,Expired
P001680,C07959,Health,30758.82,1124907,2026-06-15,2027-06-15,Expired
P001681,C01251,Health,29577.13,1262176,2023-11-04,2024-11-04,Expired
P001682,C03144,Life,49435.59,3358208,2023-06-16,2024-06-16,Active
P001683,C07431,Life,61808.95,3024047,2023-07-10,2024-07-10,Expired
P001684,C00060,Health,24081.16,1601550,2021-03-15,2022-03-15,Expired
P001685,C07856,Health,19261.67,756433,2026-01-10,2027-01-10,Active
P001686,C01114,Vehicle,18514.01,708892,2022-04-16,2023-04-16,Active
P001687,C03058,Vehicle,6811.28,528598,2025-05-22,2026-05-22,Active
P001688,C09570,Health,25827.77,1421646,2024-08-13,2025-08-13,Expired
P001689,C01329,Vehicle,15034.13,859383,2025-06-08,2026-06-08,Expired
P001690,C04996,Life,158118.8,8109870,2026-03-25,2027-03-25,Active
P001691,C06683,Health,13875.3,803901,2026-02-23,2027-02-23,Active
P001692,C02073,Vehicle,7378.58,322097,2024-11-14,2025-11-14,Expired
P001693,C04794,Health,49068.37,1888783,2025-12-21,2026-12-21,Active
P001694,C06830,Health,28232.6,1908444,2026-03-20,2027-03-20,Active
P001695,C09630,Health,33984.39,1969299,2025-07-23,2026-07-23,Expired
P001696,C08219,Life,134836.9,4965830,2026-01-04,2027-01-04,Active
P001697,C07568,Vehicle,20329.53,712064,2024-08-31,2025-08-31,Expired
P001698,C05923,Health,15849.51,993796,2020-07-17,2021-07-17,Expired
P001699,C01551,Health,32137.79,1420326,2025-07-23,2026-07-23,Expired
P001700,C01010,Health,34864.41,1352049,2020-12-31,2021-12-31,Active
P001701,C03756,Health,29737.77,1531152,2023-08-25,2024-08-25,Active
P001702,C08682,Vehicle,20455.42,742882,2020-03-10,2021-03-10,Expired
P001703,C09343,Vehicle,11545.6,573646,2026-07-22,2027-07-22,Active
P001704,C08010,Life,123585.87,6482263,2026-07-06,2027-07-06,Active
P001705,C03861,Life,92280.41,4082639,2026-07-17,2027-07-17,Active
P001706,C03149,Vehicle,10082.82,720124,2025-04-06,2026-04-06,Active
P001707,C02520,Health,9636.09,732423,2024-09-08,2025-09-08,Active
P001708,C03128,Vehicle,24776.05,980715,2023-08-11,2024-08-11,Expired
P001709,C09085,Vehicle,12082.29,634914,2025-11-30,2026-11-30,Expired
P001710,C05317,Life,92871.67,3910495,2024-05-26,2025-05-26,Expired
P001711,C01196,Health,10713.53,916628,2024-09-27,2025-09-27,Active
P001712,C09051,Life,211812.35,7330379,2024-10-12,2025-10-12,Expired
P001713,C00880,Life,39430.86,1385374,2024-05-23,2025-05-23,Active
P001714,C06990,Life,73493.49,2492779,2022-04-29,2023-04-29,Active
P001715,C02488,Health,9389.26,853906,2026-05-10,2027-05-10,Active
P001716,C02841,Health,9578.16,813002,2021-12-08,2022-12-08,Active
P001717,C04330,Health,7671.63,746101,2025-11-27,2026-11-27,Active
P001718,C02931,Vehicle,20592.32,775747,2024-07-17,2025-07-17,Active
P001719,C06425,Vehicle,7085.16,513013,2025-06-20,2026-06-20,Expired
P001720,C02486,Health,27518.97,1103900,2020-11-03,2021-11-03,Active
P001721,C05748,Vehicle,11366.98,516642,2024-10-28,2025-10-28,Expired
P001722,C00884,Life,76717.11,4176986,2024-10-15,2025-10-15,Active
P001723,C04915,Health,32728.06,1108578,2022-10-06,2023-10-06,Active
P001724,C06211,Health,17753.83,1020760,2026-03-22,2027-03-22,Active
P001725,C09579,Life,22732.75,1173144,2025-04-20,2026-04-20,Expired
P001726,C00212,Health,31658.86,1333732,2021-04-03,2022-04-03,Active
P001727,C02276,Health,26504.35,1752410,2024-07-26,2025-07-26,Active
P001728,C02329,Life,188457.07,6584506,2024-01-04,2025-01-04,Active
P001729,C04951,Life,17824.71,1763562,2023-06-26,2024-06-26,Active
P001730,C03320,Vehicle,16722.55,713869,2023-12-09,2024-12-09,Active
P001731,C09835,Health,12668.6,586245,2025-09-08,2026-09-08,Active
P001732,C04608,Vehicle,18068.42,655652,2026-05-28,2027-05-28,Active
P001733,C01439,Life,184702.05,9899034,2024-01-12,2025-01-12,Active
P001734,C00468,Vehicle,8674.79,434082,2020-10-20,2021-10-20,Expired
P001735,C05467,Health,35833.24,1256216,2024-10-18,2025-10-18,Active
P001736,C03330,Vehicle,25068.21,942705,2024-11-03,2025-11-03,Expired
P001737,C05829,Life,231492.61,8311097,2023-08-16,2024-08-16,Active
P001738,C08608,Health,17254.48,817225,2023-08-24,2024-08-24,Expired
P001739,C00697,Health,15741.66,1422725,2026-04-10,2027-04-10,Active
P001740,C07268,Health,11161.88,575208,2021-04-28,2022-04-28,Active
P001741,C09145,Life,88114.03,2946560,2025-12-10,2026-12-10,Expired
P001742,C08181,Life,207881.18,6981414,2025-07-16,2026-07-16,Active
P001743,C09939,Life,77716.32,2887283,2023-02-09,2024-02-09,Expired
P001744,C01315,Health,9799.45,696247,2026-06-04,2027-06-04,Active
P001745,C02302,Health,41446.75,1566900,2026-01-01,2027-01-01,Active
P001746,C02040,Life,98893.55,4563416,2025-11-13,2026-11-13,Expired
P001747,C07109,Life,73853.14,4029442,2025-08-09,2026-08-09,Active
P001748,C03667,Health,22816.33,1919580,2026-07-06,2027-07-06,Active
P001749,C00915,Health,23976.56,1927404,2026-07-14,2027-07-14,Active
P001750,C00013,Health,19317.82,722444,2026-07-28,2027-07-28,Active
P001751,C08584,Life,172696.11,9050632,2025-04-10,2026-04-10,Expired
P001752,C06428,Vehicle,5077.54,306087,2026-07-30,2027-07-30,Active
P001753,C01537,Life,141914.99,8601790,2026-07-27,2027-07-27,Active
P001754,C00737,Vehicle,11287.55,896805,2025-09-16,2026-09-16,Expired
P001755,C08202,Vehicle,9823.69,596698,2026-03-13,2027-03-13,Active
P001756,C08653,Health,31079.54,1763096,2025-01-08,2026-01-08,Active
P001757,C00454,Life,90649.23,7692721,2026-02-11,2027-02-11,Expired
P001758,C04346,Vehicle,11333.58,721943,2021-08-17,2022-08-17,Active
P001759,C00928,Vehicle,6810.96,426460,2025-02-26,2026-02-26,Expired
P001760,C06292,Health,32295.12,1150329,2020-08-14,2021-08-14,Active
P001761,C08282,Vehicle,10677.2,400780,2024-09-28,2025-09-28,Active
P001762,C08723,Life,146681.96,7511061,2024-03-30,2025-03-30,Active
P001763,C06474,Vehicle,19482.98,743061,2026-03-01,2027-03-01,Active
P001764,C00038,Life,96619.37,8147380,2024-01-28,2025-01-28,Active
P001765,C05771,Vehicle,12282.23,535122,2025-09-12,2026-09-12,Active
P001766,C02555,Vehicle,19267.82,852891,2022-01-06,2023-01-06,Active
P001767,C07633,Health,16416.38,1417201,2026-02-03,2027-02-03,Expired
P001768,C09999,Health,18190.92,767994,2021-02-28,2022-02-28,Active
P001769,C06621,Vehicle,11908.5,748509,2021-10-01,2022-10-01,Active
P001770,C00941,Life,35602.59,1756566,2024-02-02,2025-02-02,Active
P001771,C07399,Life,204209.34,8795642,2019-09-28,2020-09-28,Active
P001772,C06129,Vehicle,12315.55,567240,2025-05-27,2026-05-27,Active
P001773,C09830,Life,119136.64,8765820,2025-06-25,2026-06-25,Active
P001774,C02681,Health,12363.39,674672,2024-07-08,2025-07-08,Active
P001775,C04355,Vehicle,19541.8,777100,2021-09-22,2022-09-22,Active
P001776,C03059,Vehicle,19299.54,657915,2020-09-26,2021-09-26,Expired
P001777,C07881,Life,47474.81,4105251,2024-01-08,2025-01-08,Expired
P001778,C00739,Life,51992.65,2783932,2023-02-03,2024-02-03,Active
P001779,C00539,Vehicle,4217.83,313950,2020-07-21,2021-07-21,Active
P001780,C03326,Life,147166.85,9165848,2026-01-21,2027-01-21,Expired
P001781,C04240,Life,199008.67,7626953,2025-10-18,2026-10-18,Active
P001782,C01401,Vehicle,6119.98,500070,2026-07-24,2027-07-24,Active
P001783,C04047,Vehicle,4654.2,328117,2025-05-16,2026-05-16,Active
P001784,C05138,Life,223090.66,8311317,2026-03-26,2027-03-26,Expired
P001785,C04230,Life,39155.43,2444410,2025-05-26,2026-05-26,Active
P001786,C04192,Health,6728.69,545753,2026-07-27,2027-07-27,Expired
P001787,C09143,Health,41977.55,1433790,2026-07-02,2027-07-02,Active
P001788,C05539,Vehicle,13570.13,913654,2025-06-28,2026-06-28,Active
P001789,C02693,Health,14561.14,1321524,2026-07-11,2027-07-11,Active
P001790,C05341,Life,243943.69,8244199,2026-03-05,2027-03-05,Expired
P001791,C09918,Health,43077.06,1749566,2025-05-19,2026-05-19,Expired
P001792,C07671,Life,151968.47,7705523,2023-10-24,2024-10-24,Active
P001793,C09174,Vehicle,11880.31,811601,2024-07-07,2025-07-07,Active
P001794,C01808,Life,132690.96,6299086,2026-02-23,2027-02-23,Active
P001795,C05112,Life,110324.96,8941293,2024-02-21,2025-02-21,Active
P001796,C03990,Vehicle,18444.19,770103,2024-12-14,2025-12-14,Active
P001797,C03456,Health,17505.94,903075,2026-06-10,2027-06-10,Active
P001798,C02908,Life,190229.45,6690043,2023-06-15,2024-06-15,Expired
P001799,C06652,Health,18713.18,1482447,2026-05-10,2027-05-10,Active
P001800,C08288,Health,36638.95,1374221,2019-12-23,2020-12-23,Active
P001801,C06245,Health,38746.63,1490536,2025-12-17,2026-12-17,Expired
P001802,C02698,Health,26013.29,1092355,2024-10-10,2025-10-10,Active
P001803,C04017,Life,54662.48,3907342,2023-12-05,2024-12-05,Active
P001804,C04340,Life,230284.37,7979059,2026-03-17,2027-03-17,Active
P001805,C04646,Life,53654.24,1789356,2026-04-20,2027-04-20,Active
P001806,C07740,Health,25285.44,1919620,2022-05-07,2023-05-07,Expired
P001807,C07092,Health,14820.46,567045,2022-09-07,2023-09-07,Active
P001808,C04693,Life,59626.16,4803231,2025-08-04,2026-08-04,Active
P001809,C01740,Health,31189.6,1213711,2025-05-02,2026-05-02,Active
P001810,C05407,Vehicle,13570.47,884080,2024-10-20,2025-10-20,Active
P001811,C04589,Health,34914.21,1580845,2023-11-07,2024-11-07,Active
P001812,C03126,Health,36844.18,1418189,2025-08-01,2026-08-01,Expired
P001813,C02158,Life,71171.95,2776570,2024-12-05,2025-12-05,Active
P001814,C05334,Health,18891.41,713632,2024-05-22,2025-05-22,Active
P001815,C08637,Life,81723.2,2980707,2022-10-25,2023-10-25,Expired
P001816,C01826,Life,142587.68,5901010,2024-04-28,2025-04-28,Active
P001817,C04231,Health,9267.9,708235,2026-08-03,2027-08-03,Active
P001818,C03488,Health,20442.41,757915,2026-05-21,2027-05-21,Active
P001819,C09054,Vehicle,4574.85,306907,2025-06-29,2026-06-29,Expired
P001820,C09769,Life,127175.58,9472875,2025-08-08,2026-08-08,Active
P001821,C03648,Vehicle,12654.35,735168,2026-02-17,2027-02-17,Active
P001822,C05903,Health,29693.41,1610757,2024-05-29,2025-05-29,Active
P001823,C06386,Vehicle,20802.1,733491,2025-05-11,2026-05-11,Expired
P001824,C05639,Health,40973.18,1582456,2024-11-08,2025-11-08,Active
P001825,C06424,Life,87449.93,3442499,2022-10-05,2023-10-05,Active
P001826,C07827,Life,25348.71,2167378,2020-03-06,2021-03-06,Active
P001827,C07744,Health,15778.59,844613,2026-01-10,2027-01-10,Active
P001828,C03013,Health,24023.4,1845251,2025-06-12,2026-06-12,Active
P001829,C07672,Health,51860.05,1996044,2023-05-04,2024-05-04,Expired
P001830,C09549,Health,24883.48,1379346,2026-02-27,2027-02-27,Active
P001831,C09978,Life,149168.31,6105693,2022-11-20,2023-11-20,Active
P001832,C03081,Life,159454.09,5693941,2025-04-02,2026-04-02,Active
P001833,C03521,Life,147169.41,7776956,2022-11-02,2023-11-02,Active
P001834,C04979,Life,201604.82,8417942,2026-05-01,2027-05-01,Expired
P001835,C07620,Health,34392.67,1348309,2026-04-03,2027-04-03,Expired
P001836,C04348,Life,117690.25,6611860,2025-09-25,2026-09-25,Active
P001837,C08441,Health,47488.06,1591504,2025-12-31,2026-12-31,Active
P001838,C01347,Life,127436.69,6238726,2023-10-12,2024-10-12,Active
P001839,C07088,Health,15529.64,558492,2024-11-23,2025-11-23,Active
P001840,C08948,Vehicle,15176.97,618706,2026-06-03,2027-06-03,Expired
P001841,C05652,Life,53816.87,2005722,2026-05-15,2027-05-15,Active
P001842,C08082,Vehicle,4708.61,429827,2024-02-21,2025-02-21,Active
P001843,C01792,Life,128669.86,5998957,2024-08-25,2025-08-25,Active
P001844,C07429,Life,129521.99,4961055,2026-01-09,2027-01-09,Expired
P001845,C09580,Health,42342.78,1816475,2024-03-28,2025-03-28,Expired
P001846,C09960,Health,17690.82,1127471,2025-04-20,2026-04-20,Active
P001847,C02271,Vehicle,10850.71,446770,2026-06-24,2027-06-24,Active
P001848,C09767,Life,132146.04,6500359,2021-05-27,2022-05-27,Active
P001849,C02956,Health,17374.61,1452756,2026-04-01,2027-04-01,Active
P001850,C03444,Vehicle,4571.29,385927,2023-09-07,2024-09-07,Active
P001851,C07736,Health,17985.35,950435,2026-07-21,2027-07-21,Active
P001852,C00834,Life,248257.02,9706452,2026-02-21,2027-02-21,Expired
P001853,C06499,Life,242549.99,8103845,2026-07-09,2027-07-09,Active
P001854,C02992,Health,36387.59,1374349,2020-09-17,2021-09-17,Active
P001855,C07793,Life,109250.52,8679146,2026-06-20,2027-06-20,Active
P001856,C02151,Health,17859.37,747585,2026-03-19,2027-03-19,Active
P001857,C04023,Life,104877.95,3631333,2026-05-07,2027-05-07,Active
P001858,C07615,Vehicle,25175.37,930823,2024-06-04,2025-06-04,Active
P001859,C06124,Life,63305.11,5858523,2025-12-26,2026-12-26,Active
P001860,C03339,Health,20648.59,1285299,2020-09-29,2021-09-29,Active
P001861,C04344,Life,86905.31,3384710,2025-02-21,2026-02-21,Active
P001862,C04464,Health,31669.81,1139975,2025-05-02,2026-05-02,Active
P001863,C02376,Vehicle,8159.27,812537,2024-07-07,2025-07-07,Active
P001864,C09044,Life,32108.65,1749647,2025-04-13,2026-04-13,Active
P001865,C05571,Health,30969.34,1208466,2026-04-25,2027-04-25,Active
P001866,C08599,Health,22404.81,1770265,2023-12-05,2024-12-05,Active
P001867,C08504,Health,33699.3,1443570,2025-06-15,2026-06-15,Active
P001868,C08880,Health,17867.39,687307,2026-03-03,2027-03-03,Active
P001869,C01887,Vehicle,15238.33,544131,2023-07-14,2024-07-14,Active
P001870,C01198,Health,52989.06,1906022,2024-04-25,2025-04-25,Active
P001871,C06427,Life,91230.06,3778554,2026-02-14,2027-02-14,Active
P001872,C08911,Health,32087.36,1983522,2023-08-11,2024-08-11,Active
P001873,C02936,Life,33632.75,2428614,2023-11-17,2024-11-17,Active
P001874,C06342,Health,17804.77,610885,2022-12-30,2023-12-30,Active
P001875,C01430,Vehicle,23105.64,827054,2025-04-23,2026-04-23,Active
P001876,C06307,Vehicle,14286.66,488474,2024-09-15,2025-09-15,Active
P001877,C03650,Health,53015.43,1979787,2024-05-21,2025-05-21,Active
P001878,C01938,Health,35838.23,1618922,2021-12-08,2022-12-08,Active
P001879,C05172,Health,9219.13,548786,2026-03-18,2027-03-18,Active
P001880,C07764,Health,26272.14,1607090,2026-06-05,2027-06-05,Active
P001881,C06393,Life,55558.94,2666541,2024-11-25,2025-11-25,Active
P001882,C01154,Health,9001.7,687964,2026-08-02,2027-08-02,Expired
P001883,C06250,Life,44320.64,1988408,2024-01-30,2025-01-30,Active
P001884,C07037,Life,31625.66,1981497,2026-07-28,2027-07-28,Active
P001885,C04229,Life,97613.92,6439471,2022-05-11,2023-05-11,Expired
P001886,C04975,Health,8554.31,608796,2025-10-13,2026-10-13,Active
P001887,C06401,Life,187014.97,9270822,2026-05-28,2027-05-28,Active
P001888,C03640,Health,11938.5,1064736,2023-01-19,2024-01-19,Active
P001889,C03972,Life,96504.8,9123050,2022-02-22,2023-02-22,Active
P001890,C09594,Health,8292.37,539054,2020-03-19,2021-03-19,Expired
P001891,C03376,Life,129644.67,5132498,2024-11-23,2025-11-23,Active
P001892,C02487,Vehicle,16246.13,895848,2024-12-21,2025-12-21,Active
P001893,C06954,Life,113238.42,4413440,2025-11-17,2026-11-17,Active
P001894,C00606,Life,97990.99,3821731,2023-05-31,2024-05-31,Active
P001895,C07444,Health,31678.5,1664238,2026-03-08,2027-03-08,Active
P001896,C05928,Life,134972.46,5852800,2023-10-24,2024-10-24,Active
P001897,C02454,Vehicle,12459.58,805608,2023-08-25,2024-08-25,Active
P001898,C03609,Vehicle,17948.08,668488,2025-08-20,2026-08-20,Active
P001899,C01484,Health,11891.04,1089952,2026-02-13,2027-02-13,Active
P001900,C04519,Life,71283.28,6043874,2025-11-22,2026-11-22,Active
