Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,EMI,Remaining_Balance,Loan_Status,Start_Date,End_Date
L001287,C09226,Home,1833799,8.89,16369.66,1613313.08,Active,2024-02-26,2044-02-26
L001288,C05755,Personal,139054,12.52,3129.84,71154.6,Active,2019-08-31,2024-08-31
L001289,C08340,Personal,738819,14.76,9597.93,336118.84,Active,2026-02-26,2046-02-26
L001290,C07141,Education,797130,9.12,10149.55,0.0,Closed,2026-02-25,2036-02-25
L001291,C00510,Personal,988673,17.71,15038.01,327398.47,Active,2024-11-26,2044-11-26
L001292,C09888,Auto,1601764,9.66,20867.01,394907.27,Active,2025-11-17,2035-11-17
L001293,C04156,Personal,1353819,12.38,15266.91,0.0,Closed,2024-11-07,2044-11-07
L001294,C02220,Auto,1192355,10.84,13432.72,456161.56,Active,2026-07-27,2041-07-27
L001295,C00272,Personal,730484,11.17,15944.49,0.0,Closed,2026-07-31,2031-07-31
L001296,C02246,Personal,686066,17.09,11962.82,157663.44,Active,2024-09-10,2034-09-10
L001297,C01702,Personal,818558,15.26,10936.27,357223.69,Active,2024-10-15,2044-10-15
L001298,C00859,Personal,541710,13.95,7195.99,225193.43,Active,2025-02-02,2040-02-02
L001299,C01290,Personal,104293,15.07,2484.96,0.0,Closed,2026-06-04,2031-06-04
L001300,C03449,Personal,966465,14.67,12491.29,0.0,Closed,2026-05-27,2046-05-27
L001301,C07169,Personal,1461255,15.38,35055.31,0.0,Closed,2023-05-19,2028-05-19
L001302,C02614,Auto,2167206,11.19,24891.58,0.0,Closed,2026-06-14,2041-06-14
L001303,C04123,Home,7505668,8.66,154569.71,4808607.91,Active,2023-08-08,2028-08-08
L001304,C04986,Home,1519636,8.16,30929.23,0.0,Closed,2026-06-08,2031-06-08
L001305,C07873,Personal,850405,11.94,10173.49,0.0,Closed,2023-07-06,2038-07-06
L001306,C07624,Home,3571183,10.4,76581.86,952951.21,Active,2023-05-06,2028-05-06
L001307,C02870,Personal,538485,10.55,5394.22,380093.25,Active,2026-03-13,2046-03-13
L001308,C01399,Personal,457516,14.64,7280.79,370692.06,Active,2021-12-06,2031-12-06
L001309,C06922,Home,2044471,10.3,27358.62,0.0,Closed,2021-10-11,2031-10-11
L001310,C04508,Personal,675307,11.94,15001.36,0.0,Closed,2023-12-16,2028-12-16
L001311,C03924,Auto,1360827,11.22,14250.61,817884.06,Active,2026-03-06,2046-03-06
L001312,C00071,Personal,1463211,10.89,16529.88,297654.38,Active,2026-02-25,2041-02-25
L001313,C05276,Home,9328026,8.99,193589.21,0.0,Closed,2023-01-15,2028-01-15
L001314,C09777,Personal,682867,17.39,10219.31,427269.05,Active,2025-10-31,2045-10-31
L001315,C07829,Home,3345700,9.22,69809.0,0.0,Closed,2022-07-01,2027-07-01
L001316,C04987,Education,1977630,10.87,27096.53,1324107.84,Active,2022-03-12,2032-03-12
L001317,C08814,Home,2811338,7.79,23149.07,2482927.42,Active,2026-03-13,2046-03-13
L001318,C03286,Personal,801083,16.8,13821.28,587312.84,Active,2022-04-19,2032-04-19
L001319,C04319,Personal,214153,16.66,3675.92,0.0,Closed,2025-04-11,2035-04-11
L001320,C00119,Personal,1399325,13.79,32407.7,692310.27,Active,2022-11-27,2027-11-27
L001321,C09882,Home,1563634,10.25,15349.31,479434.42,Active,2024-09-21,2044-09-21
L001322,C01183,Home,2569847,7.69,21002.09,1214208.9,Active,2020-07-18,2040-07-18
L001323,C02254,Home,1713547,9.53,36012.8,1084642.97,Active,2023-09-13,2028-09-13
L001324,C05034,Personal,962155,12.25,21524.36,553290.73,Active,2025-12-26,2030-12-26
L001325,C01084,Personal,1400676,15.14,19738.17,598028.04,Active,2025-09-14,2040-09-14
L001326,C08435,Personal,1184674,12.96,17660.52,1056016.03,Active,2023-03-01,2033-03-01
L001327,C00187,Personal,1343373,16.42,22856.13,0.0,Closed,2024-05-21,2034-05-21
L001328,C04136,Home,2033618,8.27,17353.3,946454.72,Active,2026-07-12,2046-07-12
L001329,C08211,Personal,388720,16.48,9552.34,190797.15,Active,2022-02-27,2027-02-27
L001330,C04161,Personal,1466724,16.16,21705.63,764455.68,Active,2025-07-29,2040-07-29
L001331,C00750,Home,5438650,8.43,53333.61,1200909.72,Active,2024-04-30,2039-04-30
L001332,C03731,Auto,906497,8.73,18698.82,691852.12,Active,2026-03-02,2031-03-02
L001333,C05410,Education,1044150,10.36,11451.56,592025.18,Active,2026-04-08,2041-04-08
L001334,C01470,Personal,1080213,15.0,15118.52,0.0,Closed,2022-10-22,2037-10-22
L001335,C05332,Personal,803931,15.12,10657.43,664534.57,Active,2024-09-26,2044-09-26
L001336,C00538,Home,9138188,7.63,109092.94,0.0,Closed,2026-03-01,2036-03-01
L001337,C05695,Personal,582919,14.0,9050.78,224884.13,Active,2026-05-05,2036-05-05
L001338,C02547,Auto,1690475,11.73,18296.37,1303404.98,Active,2024-11-01,2044-11-01
L001339,C04821,Auto,1821765,8.54,17982.38,1492695.02,Active,2023-06-03,2038-06-03
L001340,C00725,Home,2315387,9.39,24024.39,2035734.79,Active,2024-09-26,2039-09-26
L001341,C02397,Personal,465211,12.14,5625.28,308029.11,Active,2024-05-24,2039-05-24
L001342,C05689,Auto,1048857,9.28,13445.94,0.0,Closed,2025-05-28,2035-05-28
L001343,C09018,Auto,388054,11.83,5529.38,135357.17,Active,2019-06-20,2029-06-20
L001344,C06684,Home,3463173,8.13,29248.18,1154478.37,Active,2026-06-02,2046-06-02
L001345,C08617,Personal,1205045,17.83,18440.09,0.0,Closed,2023-01-29,2043-01-29
L001346,C09169,Education,805792,10.65,10940.74,0.0,Closed,2024-04-29,2034-04-29
L001347,C01047,Home,4672534,9.58,49017.56,1009794.97,Active,2025-04-15,2040-04-15
L001348,C08141,Personal,196878,16.22,3325.01,0.0,Closed,2026-07-02,2036-07-02
L001349,C02228,Personal,411567,12.96,9355.99,289722.05,Active,2024-07-18,2029-07-18
L001350,C00768,Home,2565918,10.41,25462.67,2163106.36,Active,2024-04-27,2044-04-27
L001351,C03808,Personal,1491464,15.11,24163.1,557933.38,Active,2021-11-09,2031-11-09
L001352,C09719,Auto,2435565,10.0,23503.73,977292.84,Active,2025-07-01,2045-07-01
L001353,C03500,Auto,2327094,11.36,24592.72,1147651.37,Active,2025-06-21,2045-06-21
L001354,C08494,Auto,453530,9.33,5826.44,333766.69,Active,2025-05-23,2035-05-23
L001355,C06083,Personal,991337,17.17,17336.14,0.0,Closed,2025-02-06,2035-02-06
L001356,C00932,Home,2654591,7.75,53508.48,1425052.13,Active,2023-04-02,2028-04-02
L001357,C08959,Personal,186282,13.99,2479.54,106686.37,Active,2026-01-23,2041-01-23
L001358,C04966,Home,5673693,8.45,49058.23,3352120.26,Active,2019-09-08,2039-09-08
L001359,C09071,Home,2773196,8.58,57003.35,1521831.67,Active,2025-01-08,2030-01-08
L001360,C03442,Auto,627822,11.64,8877.25,533683.81,Active,2024-08-10,2034-08-10
L001361,C07831,Personal,520073,13.0,6580.18,196770.69,Active,2023-10-16,2038-10-16
L001362,C09722,Home,2651187,8.07,32264.36,0.0,Closed,2026-05-30,2036-05-30
L001363,C08227,Personal,1239017,17.34,31019.73,0.0,Closed,2026-06-04,2031-06-04
L001364,C09604,Home,2953881,9.85,28212.65,0.0,Closed,2026-06-09,2046-06-09
L001365,C03922,Auto,1889234,11.12,19654.98,392030.72,Active,2024-10-10,2044-10-10
L001366,C07191,Home,3315014,8.69,41439.06,2496495.56,Active,2024-08-26,2034-08-26
L001367,C04912,Personal,1331035,16.39,18908.64,768032.76,Active,2026-07-10,2046-07-10
L001368,C08055,Personal,756565,16.84,11005.34,0.0,Closed,2025-06-27,2045-06-27
L001369,C00944,Personal,539531,13.79,12495.28,267469.3,Active,2026-04-11,2031-04-11
L001370,C08750,Personal,120302,14.25,1622.37,72974.82,Active,2026-08-01,2041-08-01
L001371,C03580,Personal,945925,16.22,14038.17,835944.3,Active,2021-06-28,2036-06-28
L001372,C02343,Personal,391786,11.65,4614.23,133441.51,Active,2026-03-17,2041-03-17
L001373,C08904,Home,3907021,10.1,37962.82,2447962.36,Active,2026-03-02,2046-03-02
L001374,C09641,Personal,494974,14.06,6611.74,289027.83,Active,2024-12-26,2039-12-26
L001375,C01551,Home,2282166,8.01,27701.03,953221.52,Active,2024-06-06,2034-06-06
L001376,C06332,Personal,491521,11.99,5408.64,362188.26,Active,2026-02-12,2046-02-12
L001377,C04507,Auto,593515,10.32,6494.63,462776.7,Active,2022-01-26,2037-01-26
L001378,C01269,Auto,2023276,10.06,43048.39,1228352.63,Active,2023-10-12,2028-10-12
L001379,C06961,Personal,915777,17.66,16301.02,692351.31,Active,2025-06-16,2035-06-16
L001380,C00928,Personal,1494171,14.06,19958.76,819205.38,Active,2022-05-27,2037-05-27
L001381,C06501,Personal,677641,12.01,9726.1,218737.2,Active,2021-09-02,2031-09-02
L001382,C08721,Personal,617661,14.44,7878.91,306796.59,Active,2024-04-06,2044-04-06
L001383,C00424,Personal,703794,15.35,9450.0,218283.38,Active,2026-03-05,2046-03-05
L001384,C09586,Home,3140351,9.34,40360.78,2431559.09,Active,2025-06-18,2035-06-18
L001385,C05159,Auto,2112260,10.33,28301.09,1759778.89,Active,2024-12-26,2034-12-26
L001386,C08583,Auto,391571,9.46,5058.26,180256.48,Active,2023-04-11,2033-04-11
L001387,C02457,Home,2059888,9.59,26756.05,0.0,Closed,2024-11-29,2034-11-29
L001388,C01987,Home,2659355,7.86,25199.72,2197538.88,Active,2022-09-03,2037-09-03
L001389,C08337,Home,2867398,8.73,35905.32,1564896.22,Active,2025-04-16,2035-04-16
L001390,C09208,Auto,607004,11.06,6290.23,229344.2,Active,2025-11-18,2045-11-18
L001391,C07856,Home,8155090,7.61,76109.36,2104046.79,Active,2026-07-31,2041-07-31
L001392,C00686,Personal,1073593,14.14,25058.62,472471.29,Active,2025-06-14,2030-06-14
L001393,C09204,Home,1729493,7.92,16448.16,0.0,Closed,2024-07-15,2039-07-15
L001394,C05377,Home,1651549,9.32,21208.21,868289.2,Active,2025-08-14,2035-08-14
L001395,C07554,Home,1662708,9.51,34928.09,1317783.33,Active,2025-06-13,2030-06-13
L001396,C04291,Personal,554395,15.86,9238.53,480422.51,Active,2026-05-17,2036-05-17
L001397,C08540,Personal,1196547,15.31,28660.85,818645.18,Active,2025-09-15,2030-09-15
L001398,C04374,Home,1500000,7.65,12221.85,0.0,Closed,2024-08-05,2044-08-05
L001399,C04190,Auto,1085686,12.14,15664.43,656646.87,Active,2026-04-28,2036-04-28
L001400,C01296,Auto,1713969,11.78,37936.02,484024.43,Active,2019-11-11,2024-11-11
L001401,C05872,Personal,1492737,11.76,21209.85,807943.8,Active,2025-12-27,2035-12-27
L001402,C01906,Home,4206832,9.19,53723.91,1034758.01,Active,2023-11-16,2033-11-16
L001403,C00496,Home,2397330,7.86,28909.19,1614943.42,Active,2025-09-20,2035-09-20
L001404,C03091,Personal,1471522,12.87,17103.9,1097656.33,Active,2025-11-06,2045-11-06
L001405,C08649,Personal,683967,15.37,9746.64,191632.48,Active,2022-01-19,2037-01-19
L001406,C04622,Personal,1355919,14.25,31725.88,469308.19,Active,2023-04-03,2028-04-03
L001407,C07513,Auto,1493709,9.19,31144.86,318173.27,Active,2025-12-28,2030-12-28
L001408,C08007,Personal,378777,12.99,4789.95,0.0,Closed,2020-12-30,2035-12-30
L001409,C08287,Auto,583172,9.84,5566.06,263352.1,Active,2024-05-07,2044-05-07
L001410,C06105,Personal,1332010,15.78,32236.4,624121.18,Active,2024-01-01,2029-01-01
L001411,C02669,Home,2147702,8.21,18245.94,0.0,Closed,2024-09-11,2044-09-11
L001412,C09459,Personal,225667,11.53,2411.25,179141.37,Active,2023-04-29,2043-04-29
L001413,C02323,Education,358992,8.71,3163.29,240494.88,Active,2023-01-07,2043-01-07
L001414,C01731,Home,2174865,9.86,46059.78,469124.35,Active,2024-04-07,2029-04-07
L001415,C04567,Auto,904934,11.5,12722.96,0.0,Closed,2025-04-03,2035-04-03
L001416,C05293,Home,2516065,8.12,51161.35,0.0,Closed,2022-10-20,2027-10-20
L001417,C08098,Auto,1341605,11.71,19023.89,849182.11,Active,2025-10-23,2035-10-23
L001418,C08139,Personal,1027698,15.22,24567.7,0.0,Closed,2022-08-09,2027-08-09
L001419,C07723,Personal,503629,10.89,6906.17,0.0,Closed,2022-03-20,2032-03-20
L001420,C04411,Home,1864224,9.28,23898.62,1575800.29,Active,2023-07-11,2033-07-11
L001421,C01042,Personal,753185,11.73,10688.78,584844.5,Active,2026-07-05,2036-07-05
L001422,C01422,Personal,698428,14.82,11191.22,246613.36,Active,2024-10-11,2034-10-11
L001423,C05792,Education,1708195,9.19,21814.73,1031940.96,Active,2026-05-02,2036-05-02
L001424,C02370,Personal,1008969,16.2,14188.95,638683.92,Active,2025-04-11,2045-04-11
L001425,C08195,Auto,1559262,10.88,21373.06,1211562.91,Active,2026-02-20,2036-02-20
L001426,C01543,Home,4065632,8.86,36214.28,2290613.52,Active,2026-07-09,2046-07-09
L001427,C04677,Education,2168212,8.59,26987.2,643615.11,Active,2022-10-08,2032-10-08
L001428,C08010,Personal,884875,14.19,11125.92,0.0,Closed,2026-04-17,2046-04-17
L001429,C06044,Auto,1865083,10.04,20087.94,910503.11,Active,2022-10-29,2037-10-29
L001430,C02668,Home,1520356,10.48,32663.32,766371.91,Active,2021-10-07,2026-10-07
L001431,C07172,Home,3329966,10.37,36541.49,1858003.51,Active,2020-05-30,2035-05-30
L001432,C03506,Personal,221015,15.38,2972.55,161418.97,Active,2025-08-17,2045-08-17
L001433,C00457,Personal,857940,15.23,20514.06,384585.78,Active,2026-03-04,2031-03-04
L001434,C08346,Home,5320765,10.33,71290.21,2545961.96,Active,2025-08-18,2035-08-18
L001435,C06807,Home,4208302,7.54,84405.75,1086507.84,Active,2021-10-22,2026-10-22
L001436,C01645,Personal,1329267,17.81,33617.4,1020642.74,Active,2026-02-24,2031-02-24
L001437,C01509,Personal,995214,12.4,12201.54,524238.01,Active,2025-02-09,2040-02-09
L001438,C04557,Auto,1591756,11.44,34958.94,794559.73,Active,2025-10-17,2030-10-17
L001439,C05399,Personal,399291,12.52,5849.33,0.0,Closed,2024-08-21,2034-08-21
L001440,C08903,Home,2146133,7.52,25497.39,0.0,Closed,2025-10-03,2035-10-03
L001441,C03571,Personal,246468,16.3,3484.59,108898.23,Active,2024-09-28,2044-09-28
L001442,C03979,Home,1857845,8.03,22570.25,1414536.49,Active,2025-09-16,2035-09-16
L001443,C04279,Education,662372,9.35,8516.63,568787.15,Active,2024-02-24,2034-02-24
L001444,C09541,Education,1004823,8.78,8898.97,262178.43,Active,2025-07-16,2045-07-16
L001445,C06214,Home,2893567,7.74,58311.72,2043629.32,Active,2023-10-06,2028-10-06
L001446,C02908,Home,6412758,8.2,54439.82,5318956.96,Active,2024-05-14,2044-05-14
L001447,C07537,Home,1560621,9.5,32775.95,833942.52,Active,2025-10-13,2030-10-13
L001448,C05507,Home,6558203,9.06,66751.95,0.0,Closed,2022-03-10,2037-03-10
L001449,C02638,Auto,1713606,10.92,19390.8,474486.3,Active,2024-11-22,2039-11-22
L001450,C04446,Auto,1304942,12.26,14605.77,1122159.97,Active,2023-10-28,2043-10-28
L001451,C04685,Home,4270381,9.92,90564.97,1755913.24,Active,2026-07-26,2031-07-26
L001452,C09897,Personal,391216,10.69,8445.63,0.0,Closed,2022-02-09,2027-02-09
L001453,C05220,Personal,621221,13.26,7393.44,271995.47,Active,2026-07-10,2046-07-10
L001454,C01907,Education,2876273,10.87,32457.22,1863410.93,Active,2025-06-12,2040-06-12
L001455,C04486,Home,2182675,9.53,28279.14,1353006.11,Active,2024-02-16,2034-02-16
L001456,C05926,Personal,270643,13.11,3192.02,0.0,Closed,2024-11-08,2044-11-08
L001457,C04102,Home,3185367,9.7,33647.88,1279372.77,Active,2025-07-17,2040-07-17
L001458,C04601,Auto,1499345,11.64,33079.98,513114.04,Active,2026-02-06,2031-02-06
L001459,C02607,Personal,1250805,17.9,19207.61,734972.15,Active,2025-10-11,2045-10-11
L001460,C05933,Education,2979322,9.62,38747.71,1110462.54,Active,2024-02-17,2034-02-17
L001461,C01724,Personal,287552,11.29,6293.74,71808.3,Active,2025-12-21,2030-12-21
L001462,C05589,Home,2675906,8.16,25820.13,626020.94,Active,2026-03-08,2041-03-08
L001463,C01454,Personal,1495605,11.52,15970.19,621799.0,Active,2022-07-17,2042-07-17
L001464,C06206,Auto,571233,11.08,5927.33,0.0,Closed,2025-08-07,2045-08-07
L001465,C08596,Personal,900379,15.4,12123.06,0.0,Closed,2021-10-26,2041-10-26
L001466,C01979,Education,685238,8.87,14181.22,261482.12,Active,2022-07-19,2027-07-19
L001467,C04318,Auto,786984,10.79,10747.37,0.0,Closed,2023-11-14,2033-11-14
L001468,C09669,Auto,307040,9.74,4013.48,0.0,Closed,2025-02-06,2035-02-06
L001469,C04870,Auto,1640679,11.59,23151.76,785668.1,Active,2025-09-25,2035-09-25
L001470,C05621,Education,1858060,8.03,15576.27,610737.68,Active,2024-05-05,2044-05-05
L001471,C07398,Personal,559075,14.25,7053.96,392261.01,Active,2019-08-16,2039-08-16
L001472,C00667,Personal,172024,14.99,2406.45,71902.59,Active,2025-09-16,2040-09-16
L001473,C06568,Home,8610765,9.62,80939.58,6449518.57,Active,2024-05-21,2044-05-21
L001474,C09655,Home,4660061,7.68,43677.38,1855932.6,Active,2024-05-05,2039-05-05
L001475,C04145,Home,4899142,8.18,99759.51,0.0,Closed,2026-06-17,2031-06-17
L001476,C06411,Personal,1122371,15.96,16452.98,0.0,Closed,2025-09-14,2040-09-14
L001477,C00203,Auto,2079471,9.14,43307.83,1380379.67,Active,2026-05-07,2031-05-07
L001478,C06391,Personal,830453,16.18,11666.02,324932.82,Active,2025-09-20,2045-09-20
L001479,C07851,Education,1018275,10.1,9894.13,685917.16,Active,2025-09-24,2045-09-24
L001480,C02197,Personal,213504,16.87,3266.18,167689.0,Active,2024-09-02,2039-09-02
L001481,C07045,Personal,1111753,12.68,16390.49,374604.16,Active,2025-02-24,2035-02-24
L001482,C05793,Education,238304,9.09,4957.21,49581.78,Active,2026-07-30,2031-07-30
L001483,C06875,Home,8665734,9.54,112322.35,0.0,Closed,2021-07-05,2031-07-05
L001484,C07938,Home,2493789,8.04,50612.8,1344639.49,Active,2024-06-01,2029-06-01
L001485,C09993,Personal,1009789,17.77,15405.68,824834.25,Active,2024-05-14,2044-05-14
L001486,C08290,Home,2134786,9.56,27693.79,1360370.71,Active,2025-08-26,2035-08-26
L001487,C03690,Personal,1481014,11.17,15458.57,0.0,Closed,2026-04-23,2046-04-23
L001488,C03545,Auto,1454339,11.03,15041.22,1186740.23,Active,2024-03-31,2044-03-31
L001489,C08121,Home,5603861,9.42,72267.37,2795837.22,Active,2025-07-09,2035-07-09
L001490,C08353,Personal,674042,15.7,16284.14,0.0,Closed,2024-05-28,2029-05-28
L001491,C00258,Home,1753855,10.5,17510.14,1424716.91,Active,2021-06-04,2041-06-04
L001492,C01287,Personal,1227242,11.89,27231.15,402260.49,Active,2020-09-13,2025-09-13
L001493,C00386,Personal,1211674,14.16,28294.14,0.0,Closed,2026-01-09,2031-01-09
L001494,C06740,Home,1746050,8.04,21221.33,1024821.32,Active,2025-02-13,2035-02-13
L001495,C08482,Home,1664178,7.89,20094.47,1395455.44,Active,2025-09-15,2035-09-15
L001496,C08368,Home,1793645,7.75,36154.43,1157812.65,Active,2025-03-12,2030-03-12
L001497,C05249,Auto,2074405,12.41,46574.93,1799927.23,Active,2025-09-01,2030-09-01
L001498,C04604,Home,2730595,9.48,25417.08,1520094.99,Active,2025-12-10,2045-12-10
L001499,C09453,Home,4453772,9.32,57192.7,1942593.28,Active,2024-12-02,2034-12-02
L001500,C01104,Education,354073,8.56,3499.16,0.0,Closed,2026-05-01,2041-05-01
L001501,C07247,Personal,381454,15.02,6158.86,269239.01,Active,2022-11-24,2032-11-24
L001502,C01939,Personal,985029,11.06,11232.95,438497.23,Active,2022-06-14,2037-06-14
L001503,C04495,Education,2112886,8.25,20497.96,511023.6,Active,2021-07-11,2036-07-11
L001504,C00387,Home,2354643,7.71,22109.77,0.0,Closed,2026-02-15,2041-02-15
L001505,C01501,Personal,503968,15.86,8398.21,399422.87,Active,2025-01-25,2035-01-25
L001506,C07207,Auto,1209382,10.02,15995.47,982943.53,Active,2026-07-01,2036-07-01
L001507,C09812,Education,2500025,9.22,25685.15,1615082.05,Active,2020-02-13,2035-02-13
L001508,C05705,Home,2646106,7.94,32020.74,2200070.97,Active,2022-04-21,2032-04-21
L001509,C09146,Home,1733020,8.64,35672.61,0.0,Closed,2024-07-08,2029-07-08
L001510,C06324,Home,2604099,9.68,27476.2,873001.5,Active,2026-05-03,2041-05-03
L001511,C08951,Home,2963393,9.6,31123.55,1406939.4,Active,2026-07-02,2041-07-02
L001512,C01400,Auto,658083,9.77,6250.69,220945.12,Active,2022-04-03,2042-04-03
L001513,C06399,Personal,1215018,14.64,15676.99,985014.43,Active,2023-10-22,2043-10-22
L001514,C04184,Personal,1177024,15.85,19606.81,591698.74,Active,2026-01-01,2036-01-01
L001515,C05725,Personal,1440485,17.81,25779.47,874704.81,Active,2024-09-07,2034-09-07
L001516,C00819,Auto,2141131,12.44,24235.75,1513616.72,Active,2024-06-18,2044-06-18
L001517,C01876,Home,4513468,10.14,59996.27,1351580.42,Active,2026-01-29,2036-01-29
L001518,C08511,Auto,2005046,11.58,44176.76,1696900.01,Active,2025-03-21,2030-03-21
L001519,C00248,Personal,296363,11.74,6553.56,207425.77,Active,2025-02-15,2030-02-15
L001520,C09785,Auto,344856,12.35,3881.64,85279.79,Active,2022-09-14,2042-09-14
L001521,C00923,Personal,1143973,14.36,26832.24,536065.03,Active,2022-02-10,2027-02-10
L001522,C01915,Auto,330577,11.36,3832.39,126515.72,Active,2025-04-30,2040-04-30
L001523,C05597,Auto,477653,10.93,6560.76,135007.95,Active,2025-12-20,2035-12-20
L001524,C00989,Personal,572003,11.81,6795.23,0.0,Closed,2024-01-04,2039-01-04
L001525,C00109,Personal,206758,13.67,2521.67,45732.83,Active,2026-07-21,2046-07-21
L001526,C00908,Home,1544503,8.25,31502.07,867721.43,Active,2021-04-23,2026-04-23
L001527,C08755,Home,1509371,9.71,14276.95,1036373.58,Active,2025-07-09,2045-07-09
L001528,C09148,Auto,2462285,11.8,54523.64,0.0,Closed,2024-10-14,2029-10-14
L001529,C09559,Home,3279122,8.96,33181.06,1894520.23,Active,2026-07-14,2041-07-14
L001530,C01453,Education,649478,8.02,7886.83,580500.44,Active,2023-06-22,2033-06-22
L001531,C09891,Personal,514280,11.14,7125.02,134136.37,Active,2023-05-30,2033-05-30
L001532,C02765,Personal,1477060,12.38,16656.69,1019910.72,Active,2023-08-03,2043-08-03
L001533,C07097,Personal,482063,14.52,6589.12,285863.14,Active,2026-05-27,2041-05-27
L001534,C01430,Home,1839391,7.92,15293.95,517782.34,Active,2025-03-07,2045-03-07
L001535,C00237,Personal,332082,11.92,7373.56,200996.27,Active,2024-01-24,2029-01-24
L001536,C03891,Home,1516570,7.98,18384.16,0.0,Closed,2025-04-21,2035-04-21
L001537,C04469,Auto,1414844,8.98,12711.53,481225.15,Active,2026-03-04,2046-03-04
L001538,C08046,Home,4225355,9.75,40078.2,1071157.6,Active,2024-06-05,2044-06-05
L001539,C01359,Auto,1115474,9.03,23171.65,0.0,Closed,2023-05-24,2028-05-24
L001540,C00669,Home,2943346,9.0,37285.06,939265.76,Active,2026-01-29,2036-01-29
L001541,C05002,Home,2126090,9.71,20110.41,1493458.4,Active,2025-09-01,2045-09-01
L001542,C03716,Personal,999577,12.36,14549.82,768872.46,Active,2022-12-18,2032-12-18
L001543,C04053,Education,682428,10.59,9242.77,409176.15,Active,2020-06-17,2030-06-17
L001544,C08684,Personal,316142,15.76,5248.61,95345.16,Active,2020-08-29,2030-08-29
L001545,C01628,Auto,611901,9.42,7891.07,433407.55,Active,2026-06-16,2036-06-16
L001546,C04195,Home,1501197,8.78,18838.25,1297531.47,Active,2024-03-09,2034-03-09
L001547,C07994,Home,1821331,9.6,23667.41,1095980.28,Active,2021-11-10,2031-11-10
L001548,C05152,Personal,995636,15.33,14160.52,642679.75,Active,2026-03-22,2041-03-22
L001549,C02379,Auto,2053530,9.49,43117.92,1847406.62,Active,2020-10-23,2025-10-23
L001550,C05713,Auto,1649054,9.35,15210.18,784017.53,Active,2024-11-20,2044-11-20
L001551,C04847,Personal,629033,17.61,9954.08,517021.08,Active,2026-06-12,2041-06-12
L001552,C06606,Auto,846551,9.82,9004.09,412915.62,Active,2023-05-13,2038-05-13
L001553,C08859,Personal,599651,15.38,9814.48,503070.12,Active,2025-10-29,2035-10-29
L001554,C06707,Home,2004802,7.62,23923.1,1178745.67,Active,2021-08-25,2031-08-25
L001555,C04628,Home,2219109,8.4,19117.72,0.0,Closed,2025-09-23,2045-09-23
L001556,C08850,Personal,422274,10.83,5776.26,169702.55,Active,2022-10-21,2032-10-21
L001557,C07546,Auto,1756847,12.08,19442.47,1436749.03,Active,2023-07-20,2043-07-20
L001558,C09170,Personal,1112548,13.64,25679.87,787790.73,Active,2025-04-14,2030-04-14
L001559,C08654,Auto,907453,8.68,18696.61,0.0,Closed,2026-03-29,2031-03-29
L001560,C02808,Auto,1853392,11.76,20098.19,539005.31,Active,2026-06-06,2046-06-06
L001561,C02302,Auto,994233,10.25,9759.82,623212.26,Active,2025-02-17,2045-02-17
L001562,C01156,Personal,533952,11.88,7623.67,259244.95,Active,2022-06-19,2032-06-19
L001563,C07553,Education,2350820,9.37,24363.77,1753158.27,Active,2023-05-09,2038-05-09
L001564,C04554,Personal,1257944,11.39,17607.05,922385.25,Active,2024-07-06,2034-07-06
L001565,C02285,Home,2121341,10.33,23226.21,0.0,Closed,2025-02-16,2040-02-16
L001566,C06530,Home,1608045,9.43,20746.13,0.0,Closed,2020-05-10,2030-05-10
L001567,C03547,Home,1987314,7.5,18422.65,436110.02,Active,2026-07-22,2041-07-22
L001568,C06364,Education,1679460,10.65,18721.21,1031457.12,Active,2024-12-03,2039-12-03
L001569,C07185,Auto,1661618,12.44,37332.29,0.0,Closed,2026-03-21,2031-03-21
L001570,C02972,Personal,686552,11.83,15213.06,147516.91,Active,2025-03-27,2030-03-27
L001571,C08119,Personal,1323187,11.3,13928.96,0.0,Closed,2025-07-20,2045-07-20
L001572,C04858,Personal,1413298,15.26,23026.99,0.0,Closed,2024-12-23,2034-12-23
L001573,C05409,Education,1327401,8.61,11612.08,979348.23,Active,2026-01-09,2046-01-09
L001574,C03004,Personal,873094,11.61,9377.2,674849.73,Active,2025-02-11,2045-02-11
L001575,C04575,Education,938661,8.57,8187.55,0.0,Closed,2026-07-25,2046-07-25
L001576,C08548,Education,1382979,8.06,16823.23,0.0,Closed,2026-03-28,2036-03-28
L001577,C00763,Auto,1087891,8.78,22466.85,632590.22,Active,2024-07-13,2029-07-13
L001578,C01887,Personal,944112,11.25,13139.11,315715.86,Active,2022-09-08,2032-09-08
L001579,C02114,Personal,892461,13.38,20480.26,0.0,Closed,2025-11-21,2030-11-21
L001580,C09465,Home,4203153,10.3,56245.58,3536882.29,Active,2025-06-27,2035-06-27
L001581,C05764,Personal,1415720,15.0,33679.88,0.0,Closed,2026-05-02,2031-05-02
L001582,C02253,Personal,809655,16.9,20078.5,456404.3,Active,2025-12-03,2030-12-03
L001583,C00580,Auto,2163639,11.76,25634.17,1713257.36,Active,2025-04-22,2040-04-22
L001584,C01663,Education,1321794,9.88,28006.23,1148416.8,Active,2022-07-18,2027-07-18
L001585,C09613,Personal,315096,14.34,3996.33,82392.29,Active,2025-04-29,2045-04-29
