FD_ID,Customer_ID,Deposit_Amount,Interest_Rate,Duration_Months,Maturity_Amount,Start_Date,Maturity_Date,Status
FD000672,C08377,3861356,7.4,120,7884654.31,2025-10-05,2035-10-05,Active
FD000673,C08840,2121618,7.2,60,3003593.24,2026-05-07,2031-05-07,Active
FD000674,C06324,1031510,6.5,12,1098558.15,2026-01-02,2027-01-02,Matured
FD000675,C02083,1436989,6.5,12,1530393.28,2024-11-20,2025-11-20,Active
FD000676,C02909,589523,7.0,36,722191.02,2026-03-04,2029-03-04,Active
FD000677,C01772,756975,7.2,60,1071656.16,2024-08-13,2029-08-13,Active
FD000678,C05319,455088,6.5,12,484668.72,2023-03-17,2024-03-17,Closed
FD000679,C05156,1750749,7.2,60,2478550.74,2024-09-02,2029-09-02,Active
FD000680,C02555,231902,6.8,24,264512.99,2024-09-17,2026-09-17,Active
FD000681,C01652,344884,6.8,24,393382.97,2026-06-14,2028-06-14,Closed
FD000682,C07334,78647,6.5,12,83759.05,2025-12-06,2026-12-06,Active
FD000683,C06328,609927,7.4,120,1245433.87,2025-11-08,2035-11-08,Active
FD000684,C07997,3081989,6.8,24,3515390.62,2026-07-16,2028-07-16,Active
FD000685,C05982,804035,7.0,36,984977.45,2025-04-18,2028-04-18,Active
FD000686,C06567,297935,6.8,24,339831.81,2026-05-11,2028-05-11,Active
FD000687,C07658,769400,6.8,24,877596.11,2024-07-10,2026-07-10,Closed
FD000688,C09453,1354336,7.0,36,1659119.84,2026-03-27,2029-03-27,Active
FD000689,C09908,668738,6.5,12,712205.97,2026-06-16,2027-06-16,Active
FD000690,C05150,330114,6.8,24,376535.95,2024-12-16,2026-12-16,Active
FD000691,C03386,3184192,6.8,24,3631965.82,2022-01-15,2024-01-15,Active
FD000692,C00562,1037398,7.2,60,1468653.46,2022-09-17,2027-09-17,Matured
FD000693,C09834,966084,7.2,60,1367693.61,2022-12-31,2027-12-31,Matured
FD000694,C05089,1299513,7.2,60,1839731.97,2023-10-16,2028-10-16,Active
FD000695,C07578,3797593,6.8,24,4331625.72,2021-01-10,2023-01-10,Active
FD000696,C07203,1233147,6.5,12,1313301.55,2024-03-25,2025-03-25,Matured
FD000697,C07736,1110083,6.5,12,1182238.4,2026-06-20,2027-06-20,Active
FD000698,C09013,395059,6.5,12,420737.83,2026-05-01,2027-05-01,Active
FD000699,C03348,537545,7.0,36,658515.74,2024-01-06,2027-01-06,Matured
FD000700,C04225,4150586,5.5,6,4263199.41,2024-06-05,2024-12-05,Active
FD000701,C06139,283353,6.8,24,323199.23,2026-06-18,2028-06-18,Active
FD000702,C00441,3881903,6.8,24,4427791.73,2024-10-31,2026-10-31,Active
FD000703,C04586,2871792,7.2,60,4065621.16,2025-05-07,2030-05-07,Matured
FD000704,C04452,880364,6.5,12,937587.66,2022-06-20,2023-06-20,Active
FD000705,C07014,506972,6.8,24,578264.43,2026-06-06,2028-06-06,Active
FD000706,C02530,1495058,7.0,36,1831510.34,2022-11-25,2025-11-25,Active
FD000707,C01871,176365,7.3,84,288808.82,2026-04-25,2033-04-25,Active
FD000708,C03043,2030010,5.5,6,2085088.09,2022-08-04,2023-02-04,Active
FD000709,C04394,334014,7.2,60,472866.55,2023-11-06,2028-11-06,Closed
FD000710,C03201,1813125,6.5,12,1930978.12,2026-01-02,2027-01-02,Closed
FD000711,C05131,1931301,7.2,60,2734159.79,2026-04-12,2031-04-12,Closed
FD000712,C03859,1625571,5.5,6,1669675.88,2021-04-20,2021-10-20,Closed
FD000713,C00089,2311989,6.5,12,2462268.28,2025-07-13,2026-07-13,Closed
FD000714,C05373,547583,6.5,12,583175.9,2022-06-22,2023-06-22,Active
FD000715,C09559,1159063,6.5,12,1234402.09,2026-05-18,2027-05-18,Closed
FD000716,C00816,64568,7.2,60,91409.48,2020-09-13,2025-09-13,Closed
FD000717,C04802,1020989,7.0,36,1250755.43,2021-09-15,2024-09-15,Active
FD000718,C09456,2281091,6.5,12,2429361.92,2023-06-16,2024-06-16,Active
FD000719,C07530,1016001,6.5,12,1082041.06,2020-09-29,2021-09-29,Active
FD000720,C07415,1570485,7.2,60,2223349.41,2026-07-21,2031-07-21,Active
FD000721,C07436,3566845,7.0,36,4369538.5,2025-10-27,2028-10-27,Closed
FD000722,C09968,1914454,5.5,6,1966396.83,2024-03-24,2024-09-24,Active
FD000723,C06932,473191,6.8,24,539733.01,2022-07-04,2024-07-04,Active
FD000724,C00280,2868671,7.0,36,3514245.33,2022-11-23,2025-11-23,Active
FD000725,C01101,421084,6.8,24,480298.52,2025-09-11,2027-09-11,Active
FD000726,C09338,961293,7.2,60,1360910.94,2023-10-27,2028-10-27,Matured
FD000727,C00811,637771,6.8,24,727456.91,2024-08-03,2026-08-03,Active
FD000728,C00033,2466381,6.5,12,2626695.76,2026-06-26,2027-06-26,Active
FD000729,C00178,1460401,7.2,60,2067502.52,2024-11-21,2029-11-21,Active
FD000730,C09525,350438,7.4,120,715573.1,2025-11-27,2035-11-27,Active
FD000731,C00345,483649,6.5,12,515086.18,2026-01-05,2027-01-05,Active
FD000732,C06863,1290815,7.2,60,1827418.13,2024-09-13,2029-09-13,Closed
FD000733,C01199,945904,6.8,24,1078920.8,2022-06-17,2024-06-17,Active
FD000734,C02215,1494580,7.3,84,2447469.12,2022-08-24,2029-08-24,Matured
FD000735,C07353,2249757,6.5,12,2395991.21,2023-12-30,2024-12-30,Active
FD000736,C09776,206466,6.5,12,219886.29,2022-12-02,2023-12-02,Active
FD000737,C02502,4562469,6.8,24,5204061.64,2026-04-21,2028-04-21,Matured
FD000738,C03208,680689,7.2,60,963657.4,2022-02-12,2027-02-12,Active
FD000739,C09444,1021034,7.3,84,1672007.64,2026-07-20,2033-07-20,Active
FD000740,C09585,923480,6.8,24,1053343.45,2025-09-24,2027-09-24,Active
FD000741,C07665,304655,6.5,12,324457.58,2026-04-23,2027-04-23,Active
FD000742,C02607,215822,7.3,84,353422.15,2024-10-26,2031-10-26,Matured
FD000743,C03078,437822,6.8,24,499390.28,2024-07-06,2026-07-06,Matured
FD000744,C02168,158080,6.5,12,168355.2,2025-06-05,2026-06-05,Matured
FD000745,C05969,1314419,5.5,6,1350081.72,2025-09-20,2026-03-20,Active
FD000746,C03770,505116,6.8,24,576147.43,2025-01-30,2027-01-30,Closed
FD000747,C01225,1446553,6.5,12,1540578.94,2025-09-20,2026-09-20,Closed
FD000748,C00799,938386,7.3,84,1536666.32,2023-11-03,2030-11-03,Closed
FD000749,C02028,296029,7.0,36,362648.25,2020-05-19,2023-05-19,Matured
FD000750,C01816,558754,7.0,36,684497.68,2025-06-24,2028-06-24,Matured
FD000751,C05967,881797,7.3,84,1443998.26,2025-04-29,2032-04-29,Active
FD000752,C05519,2424472,6.5,12,2582062.68,2021-04-29,2022-04-29,Active
FD000753,C03554,1556843,6.5,12,1658037.79,2026-06-27,2027-06-27,Active
FD000754,C04603,1092866,6.8,24,1246549.19,2026-06-30,2028-06-30,Matured
FD000755,C02005,1565011,6.8,24,1785089.11,2026-03-20,2028-03-20,Matured
FD000756,C00479,901978,6.5,12,960606.57,2019-09-08,2020-09-08,Active
FD000757,C00126,1229699,7.2,60,1740895.68,2022-08-05,2027-08-05,Matured
FD000758,C05074,118031,6.5,12,125703.01,2026-07-26,2027-07-26,Closed
FD000759,C06453,657275,7.0,36,805190.14,2025-10-28,2028-10-28,Active
FD000760,C08788,461443,6.5,12,491436.79,2026-07-01,2027-07-01,Active
FD000761,C05798,1797688,6.5,12,1914537.72,2024-08-18,2025-08-18,Active
FD000762,C07564,757923,6.5,12,807187.99,2024-07-09,2025-07-09,Matured
FD000763,C04926,1078853,6.8,24,1230565.62,2024-01-26,2026-01-26,Matured
FD000764,C04431,3004267,6.5,12,3199544.35,2025-08-20,2026-08-20,Matured
FD000765,C09007,4146294,6.5,12,4415803.11,2026-03-09,2027-03-09,Closed
FD000766,C05166,1395971,7.4,120,2850487.95,2026-06-04,2036-06-04,Active
FD000767,C07144,205882,7.3,84,337144.77,2024-06-16,2031-06-16,Matured
FD000768,C01343,76775,6.8,24,87571.41,2023-03-08,2025-03-08,Matured
FD000769,C06801,535351,5.5,6,549876.11,2024-11-23,2025-05-23,Active
FD000770,C09724,967376,6.8,24,1103412.28,2021-03-23,2023-03-23,Active
FD000771,C09360,2076705,7.0,36,2544052.92,2024-08-03,2027-08-03,Active
FD000772,C02865,912639,5.5,6,937400.66,2026-06-29,2026-12-29,Active
FD000773,C00522,626173,6.8,24,714227.95,2026-01-27,2028-01-27,Active
FD000774,C08411,1103223,7.2,60,1561842.49,2024-05-06,2029-05-06,Matured
FD000775,C06826,425949,6.5,12,453635.68,2026-05-20,2027-05-20,Active
FD000776,C01692,362260,6.5,12,385806.9,2026-04-24,2027-04-24,Active
FD000777,C07698,579359,7.2,60,820203.63,2023-06-24,2028-06-24,Active
FD000778,C09701,882352,5.5,6,906291.91,2026-04-23,2026-10-23,Closed
FD000779,C07770,1975176,6.8,24,2252933.15,2020-10-31,2022-10-31,Closed
FD000780,C02826,523656,6.5,12,557693.64,2026-05-03,2027-05-03,Matured
FD000781,C01044,219065,7.0,36,268364.04,2023-09-24,2026-09-24,Closed
FD000782,C05901,182894,5.5,6,187856.27,2026-07-20,2027-01-20,Active
FD000783,C02779,1209098,6.8,24,1379126.2,2023-09-30,2025-09-30,Active
FD000784,C02727,786986,6.5,12,838140.09,2025-11-13,2026-11-13,Active
FD000785,C02978,959974,7.0,36,1176009.43,2026-03-24,2029-03-24,Active
FD000786,C09408,249988,7.2,60,353910.21,2026-07-23,2031-07-23,Closed
FD000787,C07042,531855,6.5,12,566425.57,2025-11-06,2026-11-06,Closed
FD000788,C09914,1238632,6.8,24,1412813.39,2026-02-28,2028-02-28,Active
FD000789,C03818,361838,7.0,36,443267.11,2023-02-21,2026-02-21,Active
FD000790,C05736,1188817,6.8,24,1355993.2,2026-07-31,2028-07-31,Active
FD000791,C02948,709522,5.5,6,728772.7,2025-02-28,2025-08-28,Active
FD000792,C07566,654783,7.2,60,926982.04,2026-03-24,2031-03-24,Matured
FD000793,C02647,3391149,7.3,84,5553220.6,2023-07-16,2030-07-16,Active
FD000794,C02148,1232706,6.5,12,1312831.89,2023-05-01,2024-05-01,Matured
FD000795,C03428,866120,7.0,36,1061034.24,2023-12-04,2026-12-04,Active
FD000796,C04630,854983,7.2,60,1210406.94,2023-10-06,2028-10-06,Active
FD000797,C06530,772794,7.0,36,946705.88,2021-11-06,2024-11-06,Active
FD000798,C04218,775319,5.5,6,796354.9,2024-10-26,2025-04-26,Active
FD000799,C03915,209421,6.5,12,223033.36,2021-09-26,2022-09-26,Matured
FD000800,C06222,1299081,6.5,12,1383521.26,2025-08-02,2026-08-02,Matured
FD000801,C08189,112129,7.0,36,137362.85,2025-12-27,2028-12-27,Matured
FD000802,C09318,1939744,6.8,24,2212518.56,2025-11-20,2027-11-20,Active
FD000803,C06675,1624654,6.8,24,1853119.34,2023-12-17,2025-12-17,Matured
FD000804,C04115,1435529,6.5,12,1528838.39,2019-09-10,2020-09-10,Matured
FD000805,C09136,669455,7.2,60,947753.32,2025-10-23,2030-10-23,Matured
FD000806,C01963,394092,6.5,12,419707.98,2026-07-08,2027-07-08,Active
FD000807,C06009,373542,7.0,36,457605.01,2022-05-10,2025-05-10,Active
FD000808,C04516,943813,5.5,6,969420.47,2025-03-11,2025-09-11,Closed
FD000809,C04646,982678,6.5,12,1046552.07,2026-02-18,2027-02-18,Active
FD000810,C04439,605774,5.5,6,622209.82,2022-12-20,2023-06-20,Active
FD000811,C05366,2386164,6.8,24,2721715.93,2022-02-24,2024-02-24,Active
FD000812,C08520,77537,5.5,6,79640.73,2026-05-03,2026-11-03,Active
FD000813,C09716,1301841,6.8,24,1484911.09,2024-11-20,2026-11-20,Active
FD000814,C06180,3281609,5.5,6,3370645.38,2025-09-03,2026-03-03,Active
FD000815,C09151,227627,7.0,36,278852.86,2024-06-06,2027-06-06,Active
FD000816,C08132,559067,6.8,24,637685.24,2026-03-28,2028-03-28,Active
FD000817,C07545,848452,6.5,12,903601.38,2025-06-13,2026-06-13,Active
FD000818,C05461,612889,6.8,24,699075.9,2025-03-20,2027-03-20,Active
FD000819,C09120,3696328,6.5,12,3936589.32,2019-04-29,2020-04-29,Active
FD000820,C02986,1691370,5.5,6,1737260.13,2026-05-11,2026-11-11,Active
FD000821,C06248,1084273,7.0,36,1328281.05,2025-07-29,2028-07-29,Active
FD000822,C00776,2636496,6.5,12,2807868.24,2020-06-13,2021-06-13,Active
FD000823,C03531,2605656,5.5,6,2676352.47,2020-10-15,2021-04-15,Active
FD000824,C03218,2651274,6.5,12,2823606.81,2025-06-29,2026-06-29,Closed
FD000825,C09874,1896428,6.5,12,2019695.82,2022-10-12,2023-10-12,Matured
FD000826,C06498,2780646,7.4,120,5677910.16,2026-07-08,2036-07-08,Active
FD000827,C06438,1394967,7.0,36,1708894.56,2025-08-19,2028-08-19,Matured
FD000828,C09875,1054556,6.5,12,1123102.14,2022-12-05,2023-12-05,Closed
FD000829,C02206,1388560,6.5,12,1478816.4,2025-02-04,2026-02-04,Matured
FD000830,C04422,2109433,7.4,120,4307334.0,2025-09-11,2035-09-11,Matured
FD000831,C06433,733432,6.5,12,781105.08,2024-10-25,2025-10-25,Matured
FD000832,C02181,1698089,6.5,12,1808464.78,2026-06-16,2027-06-16,Closed
FD000833,C07052,888022,6.8,24,1012899.21,2023-07-09,2025-07-09,Active
FD000834,C00470,4664566,5.5,6,4791124.67,2023-02-11,2023-08-11,Matured
FD000835,C02987,1535553,6.5,12,1635363.94,2026-02-10,2027-02-10,Matured
FD000836,C01226,195036,7.2,60,276114.18,2021-11-09,2026-11-09,Matured
FD000837,C00646,908032,7.0,36,1112378.25,2024-02-20,2027-02-20,Active
FD000838,C06608,685086,6.5,12,729616.59,2026-03-02,2027-03-02,Matured
FD000839,C03948,937363,7.2,60,1327033.03,2023-10-20,2028-10-20,Active
FD000840,C02617,1303958,6.8,24,1487325.79,2026-07-26,2028-07-26,Active
FD000841,C00855,1112443,7.3,84,1821695.65,2026-05-04,2033-05-04,Closed
FD000842,C04986,488620,6.8,24,557331.7,2026-03-02,2028-03-02,Matured
FD000843,C07600,1557975,7.0,36,1908586.37,2026-07-29,2029-07-29,Matured
FD000844,C00174,1295330,7.0,36,1586834.95,2024-10-16,2027-10-16,Active
FD000845,C01498,1662613,6.5,12,1770682.84,2024-03-18,2025-03-18,Matured
FD000846,C08802,747674,7.0,36,915932.8,2026-01-03,2029-01-03,Active
FD000847,C05524,726364,7.0,36,889827.13,2025-08-14,2028-08-14,Active
FD000848,C06682,1628490,6.5,12,1734341.85,2026-06-10,2027-06-10,Matured
FD000849,C00066,272181,5.5,6,279565.8,2025-12-06,2026-06-06,Active
FD000850,C05949,2191931,7.0,36,2685209.73,2024-01-08,2027-01-08,Active
FD000851,C01027,513537,6.8,24,585752.63,2025-01-03,2027-01-03,Active
FD000852,C07695,1669719,7.0,36,2045477.57,2025-01-09,2028-01-09,Matured
FD000853,C00343,682270,6.5,12,726617.55,2023-09-25,2024-09-25,Active
FD000854,C08989,269255,6.5,12,286756.58,2021-10-20,2022-10-20,Closed
FD000855,C00484,770202,6.5,12,820265.13,2020-11-20,2021-11-20,Closed
FD000856,C06571,1238457,6.5,12,1318956.7,2025-01-16,2026-01-16,Active
FD000857,C02470,872366,6.5,12,929069.79,2023-01-07,2024-01-07,Active
FD000858,C04107,1048585,5.5,6,1077035.13,2023-02-15,2023-08-15,Matured
FD000859,C05927,1947701,6.5,12,2074301.56,2025-04-23,2026-04-23,Active
FD000860,C03750,532702,5.5,6,547155.23,2023-09-25,2024-03-25,Active
FD000861,C08475,279350,7.0,36,342215.76,2025-11-24,2028-11-24,Active
FD000862,C05676,1602919,6.5,12,1707108.73,2025-08-03,2026-08-03,Active
FD000863,C01856,385828,6.5,12,410906.82,2026-08-03,2027-08-03,Active
FD000864,C09038,1018997,6.5,12,1085231.8,2024-12-16,2025-12-16,Active
FD000865,C05588,243411,6.5,12,259232.71,2020-03-31,2021-03-31,Matured
FD000866,C08579,1709192,5.5,6,1755565.68,2024-08-08,2025-02-08,Active
FD000867,C07555,877638,6.8,24,1001054.97,2026-05-04,2028-05-04,Active
FD000868,C07689,59332,7.0,36,72684.25,2025-04-28,2028-04-28,Active
FD000869,C02413,181205,6.8,24,206686.77,2026-07-23,2028-07-23,Matured
FD000870,C06577,1175937,6.5,12,1252372.91,2026-03-19,2027-03-19,Active
FD000871,C09264,1009552,6.5,12,1075172.88,2026-07-01,2027-07-01,Matured
FD000872,C08212,2103044,6.8,24,2398782.46,2026-06-02,2028-06-02,Active
FD000873,C03292,675969,6.5,12,719906.98,2025-01-14,2026-01-14,Active
FD000874,C08175,289562,6.5,12,308383.53,2022-05-18,2023-05-18,Matured
FD000875,C09821,411816,7.2,60,583011.53,2025-10-09,2030-10-09,Matured
FD000876,C04460,673787,7.3,84,1103368.75,2022-11-08,2029-11-08,Active
FD000877,C06402,2869034,6.5,12,3055521.21,2025-12-16,2026-12-16,Active
FD000878,C00134,1330856,6.5,12,1417361.64,2025-08-16,2026-08-16,Active
FD000879,C04119,346450,6.8,24,395169.18,2024-06-25,2026-06-25,Active
FD000880,C04796,1206514,6.8,24,1376178.82,2025-11-11,2027-11-11,Active
FD000881,C01265,4132485,7.0,36,5062471.82,2026-05-03,2029-05-03,Matured
FD000882,C08637,1403208,7.3,84,2297841.7,2024-04-06,2031-04-06,Active
FD000883,C09809,399942,6.8,24,456183.44,2025-01-01,2027-01-01,Active
FD000884,C09298,709722,7.2,60,1004759.67,2024-01-25,2029-01-25,Active
FD000885,C09314,802959,7.4,120,1639593.48,2025-01-08,2035-01-08,Active
FD000886,C00376,459214,7.2,60,650113.29,2025-05-31,2030-05-31,Closed
FD000887,C02648,4289921,7.0,36,5255337.69,2024-08-21,2027-08-21,Active
FD000888,C09424,4174895,6.8,24,4761985.43,2023-09-02,2025-09-02,Matured
FD000889,C00618,2099754,6.5,12,2236238.01,2025-06-24,2026-06-24,Active
FD000890,C06813,512483,6.5,12,545794.4,2026-03-23,2027-03-23,Active
FD000891,C07108,1177446,6.5,12,1253979.99,2023-10-03,2024-10-03,Matured
FD000892,C07821,643127,7.0,36,787858.23,2020-05-09,2023-05-09,Matured
FD000893,C06762,1202859,6.8,24,1372009.84,2026-03-05,2028-03-05,Active
FD000894,C00725,611803,7.2,60,866134.88,2024-12-26,2029-12-26,Matured
FD000895,C07305,819364,6.8,24,934586.24,2023-06-21,2025-06-21,Matured
FD000896,C03821,1557810,6.8,24,1776875.47,2024-05-24,2026-05-24,Active
FD000897,C07631,3616456,6.5,12,3851525.64,2025-12-07,2026-12-07,Matured
FD000898,C05393,1088222,6.5,12,1158956.43,2024-10-08,2025-10-08,Closed
FD000899,C07170,993157,6.5,12,1057712.2,2025-12-26,2026-12-26,Closed
FD000900,C05518,232416,6.8,24,265099.27,2023-01-10,2025-01-10,Closed
FD000901,C03496,1676617,7.2,60,2373601.41,2024-03-25,2029-03-25,Active
FD000902,C06763,785326,7.2,60,1111792.92,2026-04-04,2031-04-04,Active
FD000903,C08047,947931,6.5,12,1009546.51,2024-12-02,2025-12-02,Active
FD000904,C04769,1783251,7.2,60,2524564.11,2023-08-29,2028-08-29,Matured
FD000905,C05803,785713,6.8,24,896203.1,2026-06-25,2028-06-25,Active
FD000906,C03337,1462451,6.5,12,1557510.31,2024-07-27,2025-07-27,Matured
FD000907,C00413,656775,6.8,24,749133.33,2025-09-22,2027-09-22,Closed
FD000908,C01266,589403,7.4,120,1203525.11,2026-03-20,2036-03-20,Matured
FD000909,C06069,449403,6.5,12,478614.19,2022-04-04,2023-04-04,Matured
FD000910,C03845,913179,7.3,84,1495388.27,2022-10-18,2029-10-18,Closed
FD000911,C02341,316103,7.0,36,387239.77,2026-05-26,2029-05-26,Active
FD000912,C01510,1276778,7.0,36,1564107.95,2026-06-11,2029-06-11,Matured
FD000913,C09433,3243851,7.2,60,4592348.36,2021-05-13,2026-05-13,Active
FD000914,C01947,348155,6.8,24,397113.95,2022-05-03,2024-05-03,Active
FD000915,C07602,3524771,6.5,12,3753881.11,2025-04-04,2026-04-04,Active
FD000916,C03229,245233,6.8,24,279718.65,2024-07-26,2026-07-26,Matured
FD000917,C09306,1506899,7.3,84,2467642.26,2026-03-18,2033-03-18,Active
FD000918,C09695,4144013,6.5,12,4413373.84,2025-05-26,2026-05-26,Active
FD000919,C05171,245332,7.0,36,300542.25,2023-05-11,2026-05-11,Active
FD000920,C08195,1442810,7.0,36,1767504.29,2025-11-02,2028-11-02,Closed
FD000921,C05013,2291538,6.5,12,2440487.97,2023-10-07,2024-10-07,Closed
FD000922,C09037,3509661,6.5,12,3737788.96,2026-05-28,2027-05-28,Active
FD000923,C00339,644737,6.5,12,686644.9,2026-04-07,2027-04-07,Active
FD000924,C08022,4799144,7.2,60,6794190.32,2026-05-14,2031-05-14,Matured
FD000925,C04444,151521,5.5,6,155632.06,2024-06-12,2024-12-12,Active
FD000926,C06911,1977625,5.5,6,2031281.78,2026-03-24,2026-09-24,Closed
FD000927,C08476,712630,6.8,24,812842.88,2023-12-10,2025-12-10,Active
FD000928,C09763,3638640,6.5,12,3875151.6,2026-06-05,2027-06-05,Matured
FD000929,C07223,326641,7.2,60,462428.53,2025-04-16,2030-04-16,Active
FD000930,C06146,2348641,5.5,6,2412364.16,2024-03-31,2024-09-30,Active
FD000931,C06230,222848,6.5,12,237333.12,2026-07-24,2027-07-24,Closed
FD000932,C02092,397131,5.5,6,407905.93,2023-11-25,2024-05-25,Active
FD000933,C01377,1516834,7.2,60,2147395.22,2024-06-22,2029-06-22,Active
FD000934,C01132,432517,7.0,36,529851.92,2024-04-14,2027-04-14,Active
FD000935,C08940,2049872,5.5,6,2105488.98,2026-02-06,2026-08-06,Active
FD000936,C06067,2228707,7.0,36,2730261.91,2020-03-09,2023-03-09,Active
FD000937,C01906,2967545,6.5,12,3160435.42,2026-03-14,2027-03-14,Active
FD000938,C02873,935656,7.0,36,1146218.83,2021-03-10,2024-03-10,Active
FD000939,C04525,530136,6.5,12,564594.84,2026-06-18,2027-06-18,Matured
FD000940,C07157,264805,6.5,12,282017.33,2025-12-20,2026-12-20,Active
FD000941,C08497,363791,6.5,12,387437.41,2023-11-23,2024-11-23,Matured
FD000942,C00987,1629486,7.2,60,2306877.64,2022-08-01,2027-08-01,Active
FD000943,C02360,1470059,6.5,12,1565612.83,2025-03-06,2026-03-06,Active
FD000944,C05665,67772,7.0,36,83023.61,2025-10-16,2028-10-16,Active
FD000945,C04789,1522988,7.0,36,1865725.79,2022-10-30,2025-10-30,Active
FD000946,C07467,367454,7.3,84,601729.13,2023-10-05,2030-10-05,Active
FD000947,C01278,977746,7.2,60,1384203.6,2020-06-13,2025-06-13,Active
FD000948,C02817,471381,6.5,12,502020.76,2025-11-29,2026-11-29,Active
FD000949,C02626,1580940,6.5,12,1683701.1,2018-10-16,2019-10-16,Closed
FD000950,C04120,709561,7.2,60,1004531.74,2026-06-11,2031-06-11,Active
FD000951,C09636,1401867,5.5,6,1439902.36,2026-06-29,2026-12-29,Active
FD000952,C09578,2440088,7.2,60,3454454.02,2026-03-21,2031-03-21,Matured
FD000953,C09939,1430776,7.2,60,2025562.15,2024-01-29,2029-01-29,Active
FD000954,C09603,2595635,6.8,24,2960643.58,2022-05-18,2024-05-18,Matured
FD000955,C01506,669796,7.0,36,820528.9,2021-02-19,2024-02-19,Matured
FD000956,C03469,551934,6.8,24,629549.17,2025-07-28,2027-07-28,Active
FD000957,C07307,1097700,7.0,36,1344729.7,2026-03-05,2029-03-05,Active
FD000958,C05639,100612,7.4,120,205443.59,2025-04-30,2035-04-30,Closed
FD000959,C06574,1157152,6.5,12,1232366.88,2026-06-20,2027-06-20,Matured
FD000960,C05859,3580459,6.5,12,3813188.83,2025-02-27,2026-02-27,Matured
FD000961,C08019,1037789,7.4,120,2119102.07,2025-07-13,2035-07-13,Matured
FD000962,C08691,85000,6.8,24,96953.04,2023-06-10,2025-06-10,Active
FD000963,C04643,954891,5.5,6,980799.04,2024-04-08,2024-10-08,Active
FD000964,C02019,3388456,6.8,24,3864954.24,2026-07-24,2028-07-24,Active
FD000965,C06306,1100775,7.2,60,1558376.84,2026-02-23,2031-02-23,Active
FD000966,C00410,893636,5.5,6,917882.07,2024-09-06,2025-03-06,Active
FD000967,C04617,1330776,6.5,12,1417276.44,2025-09-14,2026-09-14,Active
FD000968,C04982,4339134,7.3,84,7105605.89,2025-09-03,2032-09-03,Closed
FD000969,C07105,1353397,6.8,24,1543717.1,2025-01-28,2027-01-28,Active
FD000970,C01093,715105,7.2,60,1012380.43,2022-12-07,2027-12-07,Active
FD000971,C08838,2747585,5.5,6,2822132.28,2024-09-16,2025-03-16,Matured
FD000972,C02328,550458,5.5,6,565392.99,2022-10-17,2023-04-17,Active
FD000973,C00088,3694712,6.5,12,3934868.28,2025-12-01,2026-12-01,Active
FD000974,C06300,165403,6.5,12,176154.19,2025-05-08,2026-05-08,Matured
FD000975,C00387,418356,6.5,12,445549.14,2026-01-24,2027-01-24,Matured
FD000976,C02096,73803,6.5,12,78600.19,2021-07-21,2022-07-21,Closed
FD000977,C00651,1146821,6.8,24,1308091.56,2020-08-05,2022-08-05,Matured
FD000978,C05825,593680,6.5,12,632269.2,2026-05-19,2027-05-19,Active
FD000979,C08193,1177279,7.0,36,1442217.4,2023-04-23,2026-04-23,Active
FD000980,C06581,111564,6.5,12,118815.66,2024-11-23,2025-11-23,Active
FD000981,C00893,1148601,5.5,6,1179764.76,2025-07-29,2026-01-29,Matured
FD000982,C09197,1259326,7.0,36,1542728.5,2025-09-14,2028-09-14,Active
FD000983,C01552,4334748,6.5,12,4616506.62,2020-08-15,2021-08-15,Active
FD000984,C09190,1238846,6.5,12,1319370.99,2026-03-06,2027-03-06,Active
FD000985,C00677,913228,7.2,60,1292864.9,2026-07-30,2031-07-30,Matured
FD000986,C09761,170936,6.5,12,182046.84,2025-08-14,2026-08-14,Active
FD000987,C03681,96177,7.2,60,136158.62,2024-08-12,2029-08-12,Active
FD000988,C08739,146430,6.8,24,167021.57,2023-01-08,2025-01-08,Active
FD000989,C06265,364750,6.5,12,388458.75,2024-07-03,2025-07-03,Closed
FD000990,C00261,198325,6.8,24,226214.25,2026-04-23,2028-04-23,Closed
FD000991,C02629,1808962,6.5,12,1926544.53,2026-02-15,2027-02-15,Active
FD000992,C03473,3071106,6.5,12,3270727.89,2025-08-05,2026-08-05,Matured
FD000993,C00099,1248597,6.5,12,1329755.8,2022-09-15,2023-09-15,Active
FD000994,C01340,160461,6.5,12,170890.96,2026-06-19,2027-06-19,Matured
FD000995,C04751,146319,7.4,120,298774.51,2024-06-24,2034-06-24,Active
FD000996,C07101,1025373,7.2,60,1451629.56,2026-04-07,2031-04-07,Matured
FD000997,C04836,701580,6.5,12,747182.7,2025-06-28,2026-06-28,Active
FD000998,C04114,66712,6.5,12,71048.28,2025-12-05,2026-12-05,Active
FD000999,C01256,1324688,7.0,36,1622799.76,2026-05-20,2029-05-20,Active
FD001000,C06064,822325,6.8,24,937963.63,2020-12-09,2022-12-09,Active
FD001001,C09466,869661,7.0,36,1065372.12,2019-11-23,2022-11-23,Active
FD001002,C06134,564068,6.5,12,600732.42,2026-03-22,2027-03-22,Closed
FD001003,C02229,100143,6.5,12,106652.29,2025-08-14,2026-08-14,Active
FD001004,C00124,1504292,7.2,60,2129639.4,2024-12-17,2029-12-17,Closed
FD001005,C03593,53066,7.2,60,75126.0,2026-06-04,2031-06-04,Active
FD001006,C04426,823935,7.0,36,1009355.8,2025-10-22,2028-10-22,Active
FD001007,C04011,1161101,7.4,120,2370897.69,2022-06-04,2032-06-04,Active
