Card_ID,Customer_ID,Card_Type,Credit_Limit,Outstanding_Balance,Available_Credit,Card_Status,Issue_Date,Expiry_Date
CC002036,C02440,Platinum,902057,577936.0,324121.0,Active,2026-05-31,2031-05-31
CC002037,C05765,Platinum,592843,436409.2,156433.8,Active,2022-12-01,2027-12-01
CC002038,C00066,Gold,229301,181721.83,47579.17,Active,2023-10-01,2028-10-01
CC002039,C04451,Gold,266240,67730.79,198509.21,Active,2025-01-30,2030-01-30
CC002040,C09656,Platinum,376037,228182.28,147854.72,Active,2020-11-16,2025-11-16
CC002041,C05951,Gold,543032,176960.93,366071.07,Active,2022-08-07,2027-08-07
CC002042,C05077,Platinum,768016,289192.39,478823.61,Active,2021-12-05,2026-12-05
CC002043,C01981,Silver,57757,20192.05,37564.95,Active,2020-06-14,2025-06-14
CC002044,C09891,Gold,531601,57618.62,473982.38,Active,2022-09-14,2027-09-14
CC002045,C06838,Gold,491983,273031.62,218951.38,Active,2022-09-10,2027-09-10
CC002046,C05618,Gold,429177,166421.01,262755.99,Active,2024-10-14,2029-10-14
CC002047,C04276,Gold,306759,183678.63,123080.37,Active,2026-01-04,2031-01-04
CC002048,C03270,Gold,179213,39430.69,139782.31,Blocked,2026-05-10,2031-05-10
CC002049,C05387,Gold,607440,348992.73,258447.27,Expired,2024-12-25,2029-12-25
CC002050,C02875,Platinum,1496352,333285.07,1163066.93,Active,2023-05-26,2028-05-26
CC002051,C00520,Platinum,705550,103898.9,601651.1,Active,2023-12-01,2028-12-01
CC002052,C00500,Platinum,1741435,640255.96,1101179.04,Active,2020-07-29,2025-07-29
CC002053,C08367,Gold,213937,56227.81,157709.19,Active,2026-01-26,2031-01-26
CC002054,C09382,Platinum,523851,139070.62,384780.38,Active,2025-10-08,2030-10-08
CC002055,C07226,Gold,283246,40205.67,243040.33,Active,2023-12-11,2028-12-11
CC002056,C03672,Silver,69759,25324.16,44434.84,Active,2025-07-10,2030-07-10
CC002057,C03450,Gold,665280,410796.39,254483.61,Active,2024-04-30,2029-04-30
CC002058,C00255,Platinum,2149731,1399216.09,750514.91,Active,2026-08-02,2031-08-02
CC002059,C06289,Platinum,635047,351582.66,283464.34,Active,2022-05-20,2027-05-20
CC002060,C03234,Gold,547362,186053.76,361308.24,Active,2026-05-31,2031-05-31
CC002061,C06488,Silver,95100,62862.65,32237.35,Active,2026-07-15,2031-07-15
CC002062,C04855,Gold,600016,279025.65,320990.35,Active,2022-08-11,2027-08-11
CC002063,C01318,Platinum,935511,663190.03,272320.97,Active,2025-07-28,2030-07-28
CC002064,C06647,Silver,196295,155938.48,40356.52,Active,2020-05-27,2025-05-27
CC002065,C08323,Platinum,1164224,599390.78,564833.22,Active,2026-07-05,2031-07-05
CC002066,C03674,Platinum,1295578,589743.46,705834.54,Active,2025-03-21,2030-03-21
CC002067,C02446,Gold,372132,225203.73,146928.27,Active,2022-07-19,2027-07-19
CC002068,C01858,Gold,461063,143930.26,317132.74,Active,2025-01-13,2030-01-13
CC002069,C01394,Gold,82796,24035.89,58760.11,Active,2025-01-07,2030-01-07
CC002070,C03466,Gold,577048,218569.12,358478.88,Active,2023-09-25,2028-09-25
CC002071,C00817,Platinum,1859675,979260.14,880414.86,Active,2024-07-08,2029-07-08
CC002072,C02959,Gold,705414,80323.91,625090.09,Active,2026-04-15,2031-04-15
CC002073,C08496,Platinum,514815,265968.03,248846.97,Active,2026-07-18,2031-07-18
CC002074,C02226,Platinum,1339579,490708.1,848870.9,Active,2024-11-26,2029-11-26
CC002075,C02115,Silver,177362,92976.31,84385.69,Active,2024-11-04,2029-11-04
CC002076,C07486,Silver,153013,36264.24,116748.76,Active,2025-09-15,2030-09-15
CC002077,C05753,Silver,161255,98568.42,62686.58,Active,2023-01-09,2028-01-09
CC002078,C01857,Gold,636019,482229.28,153789.72,Expired,2026-07-04,2031-07-04
CC002079,C05470,Silver,158332,49948.61,108383.39,Expired,2025-03-03,2030-03-03
CC002080,C03911,Gold,240712,191301.22,49410.78,Active,2025-10-24,2030-10-24
CC002081,C08464,Platinum,1140498,269111.61,871386.39,Active,2019-06-01,2024-06-01
CC002082,C05052,Gold,565511,258283.49,307227.51,Active,2026-07-27,2031-07-27
CC002083,C03186,Platinum,260507,144746.66,115760.34,Active,2023-09-17,2028-09-17
CC002084,C00887,Platinum,1308250,568314.12,739935.88,Active,2019-08-28,2024-08-28
CC002085,C02320,Gold,229628,135074.08,94553.92,Active,2024-03-09,2029-03-09
CC002086,C03193,Gold,677595,515640.08,161954.92,Active,2026-07-27,2031-07-27
CC002087,C04264,Gold,369268,40115.86,329152.14,Active,2026-04-07,2031-04-07
CC002088,C04881,Platinum,1606035,607670.4,998364.6,Active,2023-07-20,2028-07-20
CC002089,C06122,Platinum,743725,548098.85,195626.15,Active,2024-01-12,2029-01-12
CC002090,C06965,Gold,647607,179393.53,468213.47,Active,2021-06-17,2026-06-17
CC002091,C00704,Platinum,2180945,1571710.27,609234.73,Active,2025-01-01,2030-01-01
CC002092,C05934,Platinum,293190,51745.65,241444.35,Active,2021-03-20,2026-03-20
CC002093,C09550,Gold,67411,19435.6,47975.4,Active,2023-02-03,2028-02-03
CC002094,C06484,Platinum,523066,54657.37,468408.63,Active,2023-11-04,2028-11-04
CC002095,C00800,Gold,301576,44901.36,256674.64,Active,2026-04-19,2031-04-19
CC002096,C03794,Gold,502346,308003.18,194342.82,Active,2025-06-02,2030-06-02
CC002097,C06593,Gold,340857,81333.38,259523.62,Active,2025-07-12,2030-07-12
CC002098,C08024,Platinum,672552,334234.46,338317.54,Active,2026-06-13,2031-06-13
CC002099,C02438,Silver,77901,51915.18,25985.82,Active,2026-04-10,2031-04-10
CC002100,C06638,Platinum,628649,256810.23,371838.77,Active,2025-12-05,2030-12-05
CC002101,C09846,Platinum,2134698,461710.19,1672987.81,Active,2020-10-01,2025-10-01
CC002102,C00395,Gold,490206,71071.88,419134.12,Active,2026-07-24,2031-07-24
CC002103,C06463,Platinum,1817526,1037740.49,779785.51,Active,2025-11-28,2030-11-28
CC002104,C03500,Gold,207577,117431.62,90145.38,Active,2026-01-13,2031-01-13
CC002105,C03006,Silver,85330,39732.56,45597.44,Active,2020-12-22,2025-12-22
CC002106,C08614,Silver,99687,75013.46,24673.54,Active,2026-02-20,2031-02-20
CC002107,C05165,Platinum,1700629,570705.82,1129923.18,Active,2026-03-22,2031-03-22
CC002108,C08296,Gold,530536,356410.39,174125.61,Blocked,2025-09-07,2030-09-07
CC002109,C09379,Platinum,596818,314861.09,281956.91,Expired,2024-01-10,2029-01-10
CC002110,C06799,Gold,56260,5747.48,50512.52,Active,2025-04-12,2030-04-12
CC002111,C03058,Platinum,1091216,128737.63,962478.37,Active,2021-12-19,2026-12-19
CC002112,C01085,Platinum,2266464,1418824.19,847639.81,Active,2024-05-10,2029-05-10
CC002113,C04508,Platinum,2239034,1256575.6,982458.4,Active,2024-10-14,2029-10-14
CC002114,C08470,Platinum,1194128,122028.39,1072099.61,Active,2022-08-27,2027-08-27
CC002115,C05739,Gold,114458,12778.23,101679.77,Active,2024-11-18,2029-11-18
CC002116,C08060,Gold,541337,311025.49,230311.51,Active,2026-08-05,2031-08-05
CC002117,C00456,Gold,285321,98103.0,187218.0,Active,2025-10-17,2030-10-17
CC002118,C07140,Platinum,699250,552973.91,146276.09,Active,2024-09-27,2029-09-27
CC002119,C04161,Platinum,2339892,864358.4,1475533.6,Active,2025-07-12,2030-07-12
CC002120,C07910,Gold,166329,118653.09,47675.91,Active,2026-01-15,2031-01-15
CC002121,C04622,Platinum,233287,44208.57,189078.43,Active,2025-12-31,2030-12-31
CC002122,C08306,Gold,775402,613384.64,162017.36,Active,2026-02-15,2031-02-15
CC002123,C05623,Platinum,321297,140573.21,180723.79,Active,2026-04-28,2031-04-28
CC002124,C09586,Gold,378711,237556.61,141154.39,Active,2023-04-29,2028-04-29
CC002125,C01693,Gold,656018,521765.9,134252.1,Active,2022-05-02,2027-05-02
CC002126,C01144,Gold,115590,84595.0,30995.0,Active,2020-04-25,2025-04-25
CC002127,C03047,Silver,97535,55219.72,42315.28,Blocked,2023-07-24,2028-07-24
CC002128,C05383,Platinum,342350,255364.11,86985.89,Active,2026-05-23,2031-05-23
CC002129,C03037,Platinum,2468369,1442142.57,1026226.43,Active,2023-09-22,2028-09-22
CC002130,C09424,Platinum,2407125,1797383.99,609741.01,Active,2023-12-20,2028-12-20
CC002131,C01211,Silver,130047,72532.9,57514.1,Active,2026-03-26,2031-03-26
CC002132,C01765,Platinum,658188,438296.1,219891.9,Active,2023-09-18,2028-09-18
CC002133,C00150,Gold,291939,51955.73,239983.27,Active,2019-03-29,2024-03-29
CC002134,C00591,Silver,79324,49278.64,30045.36,Active,2026-07-14,2031-07-14
CC002135,C00832,Silver,112148,86112.62,26035.38,Active,2021-12-16,2026-12-16
CC002136,C08049,Gold,264891,135900.17,128990.83,Active,2026-06-11,2031-06-11
CC002137,C04111,Gold,644280,208585.71,435694.29,Active,2026-05-13,2031-05-13
CC002138,C08086,Silver,63110,29272.06,33837.94,Active,2025-09-27,2030-09-27
CC002139,C05336,Gold,614515,65404.04,549110.96,Active,2026-02-09,2031-02-09
CC002140,C00538,Platinum,1422484,975897.51,446586.49,Active,2026-07-07,2031-07-07
CC002141,C01713,Gold,497158,100480.35,396677.65,Active,2025-03-06,2030-03-06
CC002142,C01790,Platinum,236012,122541.26,113470.74,Active,2024-05-01,2029-05-01
CC002143,C07547,Platinum,329461,96010.46,233450.54,Active,2023-11-01,2028-11-01
CC002144,C04652,Gold,426183,190298.32,235884.68,Active,2023-04-01,2028-04-01
CC002145,C01830,Silver,117331,24274.79,93056.21,Active,2025-11-16,2030-11-16
CC002146,C08437,Platinum,2499571,643765.04,1855805.96,Active,2025-08-24,2030-08-24
CC002147,C01470,Platinum,387716,271302.39,116413.61,Active,2023-09-07,2028-09-07
CC002148,C05676,Gold,366926,291245.4,75680.6,Active,2023-09-15,2028-09-15
CC002149,C03490,Gold,696418,552412.69,144005.31,Active,2023-10-02,2028-10-02
CC002150,C06317,Gold,753485,458667.58,294817.42,Active,2024-01-22,2029-01-22
CC002151,C05022,Platinum,2270331,1587816.27,682514.73,Active,2026-07-12,2031-07-12
CC002152,C08002,Gold,256752,178408.44,78343.56,Active,2019-11-20,2024-11-20
CC002153,C00343,Platinum,1143292,576230.81,567061.19,Active,2022-09-10,2027-09-10
CC002154,C08954,Platinum,1103715,272437.08,831277.92,Active,2023-01-27,2028-01-27
CC002155,C05795,Gold,209576,74097.28,135478.72,Active,2026-06-21,2031-06-21
CC002156,C01383,Gold,354775,128992.31,225782.69,Expired,2026-07-28,2031-07-28
CC002157,C07396,Platinum,376394,281614.13,94779.87,Active,2025-02-17,2030-02-17
CC002158,C02104,Platinum,1176717,896122.05,280594.95,Active,2023-03-20,2028-03-20
CC002159,C06617,Platinum,1509856,778141.54,731714.46,Blocked,2023-08-17,2028-08-17
CC002160,C05311,Platinum,623618,169312.73,454305.27,Active,2026-01-30,2031-01-30
CC002161,C05789,Gold,517393,300910.01,216482.99,Blocked,2022-01-21,2027-01-21
CC002162,C07869,Platinum,1587211,1020727.25,566483.75,Expired,2024-08-18,2029-08-18
CC002163,C05167,Silver,53491,34470.22,19020.78,Active,2024-09-17,2029-09-17
CC002164,C00721,Silver,102146,55427.84,46718.16,Active,2025-07-23,2030-07-23
CC002165,C00076,Gold,322292,50872.47,271419.53,Active,2024-08-15,2029-08-15
CC002166,C00991,Silver,163627,42126.51,121500.49,Active,2025-09-15,2030-09-15
CC002167,C08844,Platinum,702790,204938.74,497851.26,Active,2023-05-16,2028-05-16
CC002168,C02741,Platinum,389893,143781.59,246111.41,Expired,2023-05-20,2028-05-20
CC002169,C09994,Platinum,512856,256426.04,256429.96,Active,2020-02-13,2025-02-13
CC002170,C05394,Platinum,2467707,1175264.58,1292442.42,Active,2023-01-17,2028-01-17
CC002171,C07859,Platinum,612925,299868.72,313056.28,Active,2026-07-17,2031-07-17
CC002172,C08006,Platinum,712295,103106.24,609188.76,Active,2024-10-27,2029-10-27
CC002173,C06187,Gold,330117,207133.81,122983.19,Active,2022-10-29,2027-10-29
CC002174,C02836,Platinum,1046050,236893.63,809156.37,Active,2026-06-11,2031-06-11
CC002175,C04668,Gold,781667,322877.73,458789.27,Active,2025-11-17,2030-11-17
CC002176,C09169,Gold,416247,231786.46,184460.54,Active,2026-02-28,2031-02-28
CC002177,C07327,Silver,39176,6237.89,32938.11,Active,2019-06-28,2024-06-28
CC002178,C08220,Gold,770873,169686.29,601186.71,Expired,2026-07-24,2031-07-24
CC002179,C08540,Platinum,1320800,410002.72,910797.28,Blocked,2026-04-07,2031-04-07
CC002180,C00225,Gold,507648,284998.82,222649.18,Active,2025-11-20,2030-11-20
CC002181,C06913,Platinum,2257733,720341.53,1537391.47,Active,2024-10-15,2029-10-15
CC002182,C04198,Platinum,764353,349625.18,414727.82,Active,2026-05-30,2031-05-30
CC002183,C00512,Platinum,893817,237728.73,656088.27,Active,2024-10-24,2029-10-24
CC002184,C00690,Gold,425667,327847.04,97819.96,Active,2025-01-21,2030-01-21
CC002185,C01733,Gold,576507,169595.1,406911.9,Active,2019-08-26,2024-08-26
CC002186,C09188,Gold,776558,216253.67,560304.33,Active,2026-02-23,2031-02-23
CC002187,C04852,Platinum,619492,259720.43,359771.57,Blocked,2025-09-15,2030-09-15
CC002188,C03485,Platinum,350202,166392.54,183809.46,Active,2025-06-25,2030-06-25
CC002189,C02182,Platinum,401984,241235.21,160748.79,Active,2025-03-20,2030-03-20
CC002190,C03404,Platinum,736270,385408.84,350861.16,Active,2021-07-02,2026-07-02
CC002191,C00361,Gold,654691,239132.0,415559.0,Blocked,2026-08-04,2031-08-04
CC002192,C00543,Gold,483246,90480.5,392765.5,Active,2024-07-10,2029-07-10
CC002193,C04496,Gold,269163,88971.9,180191.1,Active,2024-09-07,2029-09-07
CC002194,C01406,Platinum,486526,98487.82,388038.18,Active,2025-09-17,2030-09-17
CC002195,C06202,Gold,302704,110187.04,192516.96,Blocked,2020-09-04,2025-09-04
CC002196,C08062,Platinum,1020206,661005.27,359200.73,Active,2022-02-16,2027-02-16
CC002197,C02382,Gold,521440,267070.58,254369.42,Active,2024-10-11,2029-10-11
CC002198,C00821,Silver,121462,71701.31,49760.69,Active,2022-04-29,2027-04-29
CC002199,C04935,Platinum,2073950,351215.77,1722734.23,Active,2021-10-28,2026-10-28
CC002200,C06926,Gold,608486,137804.27,470681.73,Active,2025-04-25,2030-04-25
CC002201,C03367,Platinum,757509,368278.29,389230.71,Active,2019-04-24,2024-04-24
CC002202,C07558,Gold,333769,93903.48,239865.52,Active,2025-10-05,2030-10-05
CC002203,C07761,Platinum,332506,66457.67,266048.33,Active,2025-12-19,2030-12-19
CC002204,C06429,Gold,588131,350085.97,238045.03,Active,2025-03-25,2030-03-25
CC002205,C08032,Platinum,680024,155163.23,524860.77,Expired,2025-07-10,2030-07-10
CC002206,C03512,Platinum,726625,218549.74,508075.26,Blocked,2025-12-21,2030-12-21
CC002207,C00695,Gold,439876,137958.84,301917.16,Active,2026-06-15,2031-06-15
CC002208,C08422,Gold,136565,87320.33,49244.67,Active,2024-11-27,2029-11-27
CC002209,C01705,Platinum,280418,171326.18,109091.82,Blocked,2026-07-21,2031-07-21
CC002210,C01140,Platinum,920400,146536.5,773863.5,Active,2021-10-20,2026-10-20
CC002211,C04794,Platinum,2495226,1776718.37,718507.63,Blocked,2025-08-11,2030-08-11
CC002212,C01777,Gold,733392,552030.75,181361.25,Active,2021-04-15,2026-04-15
CC002213,C07989,Gold,758271,446255.65,312015.35,Active,2024-10-01,2029-10-01
CC002214,C09988,Platinum,207644,124568.14,83075.86,Active,2026-05-30,2031-05-30
CC002215,C07005,Gold,94022,74837.32,19184.68,Active,2025-06-04,2030-06-04
CC002216,C07465,Gold,168441,97502.86,70938.14,Active,2026-06-13,2031-06-13
CC002217,C04991,Platinum,1153437,659956.88,493480.12,Active,2024-09-25,2029-09-25
CC002218,C01161,Gold,436001,96953.51,339047.49,Active,2022-05-20,2027-05-20
CC002219,C08996,Silver,122613,94012.11,28600.89,Active,2021-05-15,2026-05-15
CC002220,C00020,Gold,591416,460600.63,130815.37,Active,2024-07-08,2029-07-08
CC002221,C09039,Platinum,765307,532304.64,233002.36,Active,2025-09-08,2030-09-08
CC002222,C07493,Gold,706592,215850.8,490741.2,Active,2022-09-29,2027-09-29
CC002223,C09820,Platinum,796474,299103.89,497370.11,Active,2026-01-11,2031-01-11
CC002224,C01456,Platinum,740571,502113.93,238457.07,Active,2026-07-13,2031-07-13
CC002225,C03954,Platinum,2095512,1453963.13,641548.87,Active,2026-04-15,2031-04-15
CC002226,C04282,Platinum,1765432,582568.3,1182863.7,Active,2021-11-16,2026-11-16
CC002227,C03653,Silver,78800,30058.08,48741.92,Active,2024-01-19,2029-01-19
CC002228,C02948,Gold,407140,64865.81,342274.19,Active,2026-05-30,2031-05-30
CC002229,C03624,Gold,329858,243823.24,86034.76,Active,2025-03-16,2030-03-16
CC002230,C09018,Platinum,462285,119392.8,342892.2,Active,2024-02-21,2029-02-21
CC002231,C01695,Gold,649148,470330.69,178817.31,Active,2026-03-09,2031-03-09
CC002232,C01513,Silver,144969,81095.04,63873.96,Active,2022-03-07,2027-03-07
CC002233,C02324,Platinum,2366763,955632.89,1411130.11,Active,2026-07-28,2031-07-28
CC002234,C06449,Platinum,408105,72424.74,335680.26,Active,2020-03-09,2025-03-09
CC002235,C03870,Gold,641508,398214.03,243293.97,Active,2025-07-26,2030-07-26
CC002236,C08466,Gold,408658,312158.76,96499.24,Blocked,2025-03-05,2030-03-05
CC002237,C05603,Platinum,324562,128126.28,196435.72,Active,2024-02-19,2029-02-19
CC002238,C01467,Platinum,2298039,434797.69,1863241.31,Active,2025-12-22,2030-12-22
CC002239,C00723,Platinum,619300,279490.71,339809.29,Active,2021-02-12,2026-02-12
CC002240,C02694,Platinum,607737,116680.87,491056.13,Blocked,2026-07-17,2031-07-17
CC002241,C03991,Platinum,332250,69400.18,262849.82,Active,2024-02-25,2029-02-25
CC002242,C09318,Platinum,447993,61118.74,386874.26,Active,2025-07-27,2030-07-27
CC002243,C02274,Platinum,2052181,1264558.22,787622.78,Active,2026-05-23,2031-05-23
CC002244,C07848,Gold,709533,111985.9,597547.1,Active,2024-04-01,2029-04-01
CC002245,C02303,Platinum,736073,169887.24,566185.76,Active,2022-05-02,2027-05-02
CC002246,C03945,Platinum,1352663,1076692.62,275970.38,Active,2025-11-25,2030-11-25
CC002247,C07508,Platinum,1216101,525021.18,691079.82,Active,2022-05-19,2027-05-19
CC002248,C05246,Silver,161683,85331.49,76351.51,Active,2024-06-23,2029-06-23
CC002249,C09909,Platinum,355950,92749.51,263200.49,Active,2026-07-19,2031-07-19
CC002250,C04285,Gold,401512,301282.09,100229.91,Active,2022-05-31,2027-05-31
CC002251,C00474,Platinum,295352,208236.47,87115.53,Active,2023-05-29,2028-05-29
CC002252,C06408,Platinum,2268339,1232427.1,1035911.9,Active,2024-02-19,2029-02-19
CC002253,C01296,Gold,702472,100414.72,602057.28,Active,2020-09-08,2025-09-08
CC002254,C06462,Silver,58850,16976.59,41873.41,Active,2025-03-15,2030-03-15
CC002255,C03272,Silver,139595,38092.41,101502.59,Active,2026-07-17,2031-07-17
CC002256,C03028,Platinum,801123,109346.44,691776.56,Active,2023-11-07,2028-11-07
CC002257,C06809,Gold,694988,205793.97,489194.03,Active,2022-05-30,2027-05-30
CC002258,C01168,Platinum,1329033,1015154.92,313878.08,Active,2025-06-19,2030-06-19
CC002259,C06554,Gold,301593,171384.23,130208.77,Active,2026-07-25,2031-07-25
CC002260,C00873,Platinum,1073275,356164.39,717110.61,Active,2024-09-21,2029-09-21
CC002261,C02341,Gold,754552,394856.81,359695.19,Active,2026-07-02,2031-07-02
CC002262,C05350,Gold,602704,97072.6,505631.4,Active,2024-07-12,2029-07-12
CC002263,C03635,Platinum,2062139,379945.08,1682193.92,Active,2025-10-29,2030-10-29
CC002264,C07970,Platinum,399684,93945.43,305738.57,Active,2026-07-25,2031-07-25
CC002265,C09835,Gold,773129,412315.31,360813.69,Active,2025-04-19,2030-04-19
CC002266,C08461,Gold,411811,194988.51,216822.49,Active,2025-02-19,2030-02-19
CC002267,C00058,Silver,139631,67769.48,71861.52,Active,2026-04-18,2031-04-18
CC002268,C03775,Platinum,787565,616339.16,171225.84,Active,2025-10-31,2030-10-31
CC002269,C04916,Gold,323133,238341.1,84791.9,Active,2026-02-22,2031-02-22
CC002270,C08819,Platinum,1856690,1213569.01,643120.99,Active,2025-08-26,2030-08-26
CC002271,C04318,Gold,335197,101484.06,233712.94,Blocked,2025-09-23,2030-09-23
CC002272,C06762,Gold,399429,247047.09,152381.91,Active,2025-08-10,2030-08-10
CC002273,C08294,Platinum,1876861,1464095.9,412765.1,Active,2026-07-07,2031-07-07
CC002274,C02087,Platinum,602810,297636.84,305173.16,Active,2021-08-31,2026-08-31
CC002275,C07478,Platinum,416976,95423.47,321552.53,Active,2024-07-21,2029-07-21
CC002276,C03804,Gold,209291,149728.56,59562.44,Active,2023-02-05,2028-02-05
CC002277,C07097,Platinum,2284267,1380623.35,903643.65,Active,2025-08-26,2030-08-26
CC002278,C00080,Platinum,510759,304299.13,206459.87,Active,2025-02-14,2030-02-14
CC002279,C07873,Platinum,895656,424089.58,471566.42,Active,2023-07-28,2028-07-28
CC002280,C05133,Platinum,1382497,1035591.96,346905.04,Active,2025-03-16,2030-03-16
CC002281,C08224,Platinum,2147237,1687763.85,459473.15,Expired,2024-03-06,2029-03-06
CC002282,C00277,Platinum,1043657,105388.46,938268.54,Active,2025-06-30,2030-06-30
CC002283,C04953,Silver,126760,41475.02,85284.98,Blocked,2025-05-03,2030-05-03
CC002284,C06290,Platinum,476864,288720.03,188143.97,Active,2024-10-07,2029-10-07
CC002285,C04224,Platinum,1480809,1169369.54,311439.46,Active,2026-06-20,2031-06-20
CC002286,C03589,Gold,572751,145189.92,427561.08,Blocked,2020-09-17,2025-09-17
CC002287,C01216,Gold,216398,103042.69,113355.31,Expired,2024-04-02,2029-04-02
CC002288,C02240,Platinum,311613,188781.87,122831.13,Active,2026-06-13,2031-06-13
CC002289,C03643,Platinum,1339691,949865.1,389825.9,Active,2025-02-25,2030-02-25
CC002290,C09528,Gold,663664,168867.53,494796.47,Active,2026-07-09,2031-07-09
CC002291,C05325,Silver,133668,27929.8,105738.2,Active,2025-03-18,2030-03-18
CC002292,C07114,Gold,126636,25812.71,100823.29,Active,2026-01-25,2031-01-25
CC002293,C03872,Gold,681705,156464.67,525240.33,Active,2026-07-01,2031-07-01
CC002294,C04537,Platinum,1828691,1390442.53,438248.47,Active,2021-07-09,2026-07-09
CC002295,C02304,Platinum,1450453,310459.39,1139993.61,Active,2026-05-11,2031-05-11
CC002296,C05055,Gold,396972,58997.14,337974.86,Active,2024-02-08,2029-02-08
CC002297,C09336,Gold,622056,105851.33,516204.67,Active,2024-11-15,2029-11-15
CC002298,C07714,Platinum,212361,110917.31,101443.69,Active,2025-11-17,2030-11-17
CC002299,C08374,Gold,214210,135897.4,78312.6,Active,2021-09-22,2026-09-22
CC002300,C00313,Platinum,1320812,844107.62,476704.38,Active,2026-07-02,2031-07-02
CC002301,C09494,Platinum,214152,140201.1,73950.9,Active,2024-05-14,2029-05-14
CC002302,C06502,Platinum,768716,472984.85,295731.15,Active,2024-10-07,2029-10-07
CC002303,C02218,Platinum,412149,81383.38,330765.62,Active,2023-08-04,2028-08-04
CC002304,C08973,Platinum,371069,116949.63,254119.37,Active,2026-02-01,2031-02-01
CC002305,C02547,Gold,769928,449968.13,319959.87,Active,2025-02-09,2030-02-09
CC002306,C05787,Gold,246688,42423.11,204264.89,Active,2025-04-17,2030-04-17
CC002307,C05679,Gold,635457,126636.74,508820.26,Active,2025-02-19,2030-02-19
CC002308,C09033,Gold,647883,239566.49,408316.51,Active,2021-02-12,2026-02-12
CC002309,C02354,Gold,603433,350435.51,252997.49,Active,2025-12-21,2030-12-21
CC002310,C02620,Platinum,715711,156519.8,559191.2,Active,2024-10-11,2029-10-11
CC002311,C07393,Gold,495503,173483.3,322019.7,Active,2023-06-09,2028-06-09
CC002312,C05440,Gold,288923,210021.18,78901.82,Active,2023-12-23,2028-12-23
CC002313,C09251,Gold,756249,252882.74,503366.26,Active,2019-10-22,2024-10-22
CC002314,C07244,Platinum,2199373,1277863.21,921509.79,Active,2026-07-16,2031-07-16
CC002315,C05719,Gold,308970,89528.78,219441.22,Active,2025-10-13,2030-10-13
CC002316,C00093,Silver,99573,66465.34,33107.66,Active,2024-10-26,2029-10-26
CC002317,C04564,Gold,202284,142246.06,60037.94,Expired,2022-10-04,2027-10-04
CC002318,C00526,Platinum,1107419,359002.21,748416.79,Active,2026-06-21,2031-06-21
CC002319,C05128,Gold,155418,104169.67,51248.33,Active,2023-01-25,2028-01-25
CC002320,C09321,Gold,492003,99024.2,392978.8,Active,2025-05-19,2030-05-19
CC002321,C09727,Platinum,2409638,890390.59,1519247.41,Active,2022-04-28,2027-04-28
CC002322,C04395,Platinum,2254208,1760523.39,493684.61,Active,2024-05-14,2029-05-14
CC002323,C05400,Silver,66233,43813.04,22419.96,Active,2024-02-25,2029-02-25
CC002324,C07484,Gold,638996,309617.51,329378.49,Active,2026-04-10,2031-04-10
CC002325,C07295,Gold,762259,514511.82,247747.18,Active,2021-12-11,2026-12-11
CC002326,C08463,Gold,642332,301165.17,341166.83,Active,2024-10-27,2029-10-27
CC002327,C06396,Platinum,429988,254623.98,175364.02,Active,2022-11-07,2027-11-07
CC002328,C06295,Gold,217987,77097.4,140889.6,Active,2025-12-07,2030-12-07
CC002329,C00295,Gold,315507,44708.66,270798.34,Active,2025-12-15,2030-12-15
CC002330,C00986,Gold,66529,20377.04,46151.96,Active,2025-04-27,2030-04-27
CC002331,C01684,Platinum,641531,173051.82,468479.18,Active,2025-06-10,2030-06-10
CC002332,C04560,Gold,344495,62720.51,281774.49,Active,2025-10-14,2030-10-14
CC002333,C01227,Platinum,2337383,276846.23,2060536.77,Blocked,2026-01-31,2031-01-31
CC002334,C01022,Gold,311159,175469.76,135689.24,Active,2025-08-16,2030-08-16
CC002335,C02679,Platinum,365856,44316.14,321539.86,Active,2025-05-05,2030-05-05
CC002336,C04857,Gold,280808,30533.49,250274.51,Active,2024-04-30,2029-04-30
CC002337,C01980,Gold,391285,167796.83,223488.17,Active,2025-06-09,2030-06-09
CC002338,C03046,Platinum,1428113,612844.92,815268.08,Active,2024-09-12,2029-09-12
CC002339,C08043,Platinum,2152342,1262720.76,889621.24,Active,2024-07-04,2029-07-04
CC002340,C02011,Gold,233679,122195.78,111483.22,Active,2025-08-02,2030-08-02
CC002341,C08693,Gold,615645,420409.24,195235.76,Active,2026-03-15,2031-03-15
CC002342,C01837,Platinum,781074,467070.33,314003.67,Active,2025-03-24,2030-03-24
CC002343,C09529,Gold,520899,310740.72,210158.28,Active,2023-08-04,2028-08-04
CC002344,C02232,Platinum,992804,461704.23,531099.77,Expired,2026-02-15,2031-02-15
CC002345,C02591,Gold,422155,160537.82,261617.18,Active,2023-02-17,2028-02-17
CC002346,C09702,Silver,176615,92468.26,84146.74,Active,2020-04-24,2025-04-24
CC002347,C01690,Platinum,700607,223656.71,476950.29,Active,2024-01-17,2029-01-17
CC002348,C07108,Platinum,372830,51551.26,321278.74,Active,2025-06-20,2030-06-20
CC002349,C07105,Platinum,1366062,240263.83,1125798.17,Active,2025-03-19,2030-03-19
CC002350,C04880,Platinum,1503535,179874.21,1323660.79,Active,2023-09-29,2028-09-29
CC002351,C05051,Silver,47123,11702.38,35420.62,Active,2023-08-30,2028-08-30
